"Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSComputerName","RunspaceId","PSShowComputerName"
"conhost","5636","ADvdDiscHlp64","5348",,"1/7/2020 12:21:22 AM","01:04:54.5227416","0","00:00:00",,"0",,"C:\Windows\system32\conhost.exe","3547136","3.38 MB","6BD1F5AB9250206AB3836529299055E272ECAA35A72CBD0230CB20FF1CC30902","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Console Window Host","conhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll GDI32.dll USER32.dll msvcrt.dll IMM32.dll OLEAUT32.dll combase.dll MSCTF.dll RPCRT4.dll SspiCli.dll sechost.dll uxtheme.dll","15","System.Diagnostics.ProcessThread","1","6796","45","45","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"SbieCtrl","5424","explorer","3408",,"1/7/2020 12:21:33 AM","01:04:42.6724443","0.234375","00:00:00.2343750",,"0",,"C:\Program Files\Sandboxie\SbieCtrl.exe","12120064","11.56 MB","F84A0DFCCDACB982F4F9CB6B97127E56CE53208A1F6018F780F22511575800E6","7745253A3F65311B84D8F64B74F249364D29E765","Valid","Invincea","Sandboxie Holdings, LLC","Sandboxie","5.26","Sandboxie Control","SbieCtrl.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll SbieDll.dll PSAPI.DLL WININET.dll USER32.dll GDI32.dll MSIMG32.dll COMDLG32.dll WINSPOOL.DRV ADVAPI32.dll SHELL32.dll COMCTL32.dll SHLWAPI.dll UxTheme.dll ole32.dll OLEAUT32.dll gdiplus.dll OLEACC.dll IMM32.dll WINMM.dll msvcrt.dll RPCRT4.dll iertutil.dll USERENV.dll sechost.dll combase.dll MSCTF.dll WINMMBASE.dll SspiCli.dll profapi.dll cfgmgr32.dll DEVOBJ.dll SHCORE.DLL kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll ADvdDiscHlp64.dll tiptsf.dll WindowsCodecs.dll CRYPTSP.dll rsaenh.dll bcrypt.dll dwmapi.dll clbcatq.dll","47","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","4","6372","157","157","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"GoogleDriveFS","1216","explorer","3408",,"1/7/2020 12:21:34 AM","01:04:42.2098471","0.09375","00:00:00.0937500",,"0",,"C:\Program Files\Google\Drive File Stream\35.0.13.0\GoogleDriveFS.exe","16855040","16.07 MB","433B4B0E4F2E61A16C3881A8C96A408ED0E7890E7B521CEA799136B57F83847F","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google, Inc.","Google Drive File Stream","35.0.13.0","Google Drive File Stream","GoogleDriveFS.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll SHELL32.dll gdiplus.dll ole32.dll libcef.dll SHLWAPI.dll ADVAPI32.dll WTSAPI32.dll USERENV.dll GDI32.dll RPCRT4.dll dokancc2789.dll COMCTL32.dll Secur32.dll WS2_32.dll OLEAUT32.dll OLEACC.dll WINHTTP.dll WindowsCodecs.dll CRYPT32.dll msvcrt.dll combase.dll sechost.dll IPHLPAPI.DLL WINMM.dll NETAPI32.dll UIAutomationCore.DLL HID.DLL WINTRUST.dll chrome_elf.dll VERSION.dll PROPSYS.dll dwmapi.dll DWrite.dll dxgi.dll dbghelp.dll d3d9.dll dxva2.dll d3d11.dll USP10.dll urlmon.dll credui.dll WINSPOOL.DRV COMDLG32.dll IMM32.dll CRYPTUI.dll ncrypt.dll dhcpcsvc.DLL profapi.dll SspiCli.dll wevtapi.dll NSI.dll MSASN1.dll WINNSI.DLL WINMMBASE.dll netutils.dll srvcli.dll wkscli.dll iertutil.dll WININET.dll SHCORE.DLL MSCTF.dll bcrypt.dll NTASN1.dll CRYPTBASE.DLL cfgmgr32.dll DEVOBJ.dll bcryptPrimitives.dll SAMCLI.DLL kernel.appcore.dll","74","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","2","6944","142","142","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"crashpad_handler","5804","GoogleDriveFS","1216",,"1/7/2020 12:21:35 AM","01:04:41.5950539","0.015625","00:00:00.0156250",,"0",,"C:\Program Files\Google\Drive File Stream\35.0.13.0\crashpad_handler.exe","4734976","4.52 MB","670FC06E419DA63C35EB9AF0BD4DFF4BD6425DE7831F21025D4DC25A5B80C135","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC",,,,,"crashpad_handler.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll ADVAPI32.dll USER32.dll WINHTTP.dll VERSION.dll POWRPROF.dll msvcrt.dll sechost.dll RPCRT4.dll GDI32.dll combase.dll SspiCli.dll CRYPTBASE.DLL bcryptPrimitives.dll IMM32.DLL MSCTF.dll uxtheme.dll ADvdDiscHlp64.dll ole32.dll tiptsf.dll OLEAUT32.dll dwmapi.dll","25","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","6","2488","75","75","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"GoogleDriveFS","5764","GoogleDriveFS","1216",,"1/7/2020 12:21:35 AM","01:04:41.5710223","22.828125","00:00:22.8281250","[Established] 192.168.68.124;1879 <--> 74.125.21.84;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1878 <--> 64.233.185.95;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1873 <--> 108.177.122.95;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1692 <--> 173.194.219.95;443 [12/31/1600 19:00:00]","4",,"C:\Program Files\Google\Drive File Stream\35.0.13.0\GoogleDriveFS.exe","83046400","79.2 MB","433B4B0E4F2E61A16C3881A8C96A408ED0E7890E7B521CEA799136B57F83847F","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google, Inc.","Google Drive File Stream","35.0.13.0","Google Drive File Stream","GoogleDriveFS.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll SHELL32.dll gdiplus.dll ole32.dll libcef.dll SHLWAPI.dll ADVAPI32.dll WTSAPI32.dll USERENV.dll GDI32.dll RPCRT4.dll dokancc2789.dll COMCTL32.dll Secur32.dll WS2_32.dll OLEAUT32.dll OLEACC.dll WINHTTP.dll WindowsCodecs.dll CRYPT32.dll msvcrt.dll combase.dll sechost.dll IPHLPAPI.DLL WINMM.dll NETAPI32.dll UIAutomationCore.DLL HID.DLL WINTRUST.dll chrome_elf.dll VERSION.dll PROPSYS.dll dwmapi.dll DWrite.dll dxgi.dll dbghelp.dll d3d9.dll dxva2.dll d3d11.dll USP10.dll urlmon.dll credui.dll WINSPOOL.DRV COMDLG32.dll IMM32.dll CRYPTUI.dll ncrypt.dll dhcpcsvc.DLL profapi.dll SspiCli.dll wevtapi.dll NSI.dll MSASN1.dll WINNSI.DLL WINMMBASE.dll netutils.dll srvcli.dll wkscli.dll iertutil.dll WININET.dll SHCORE.DLL MSCTF.dll bcrypt.dll NTASN1.dll CRYPTBASE.DLL cfgmgr32.dll DEVOBJ.dll bcryptPrimitives.dll SAMCLI.DLL kernel.appcore.dll uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll NLAapi.dll dhcpcsvc6.DLL WINSTA.dll clbcatq.dll MMDevApi.dll mscms.dll atlthunk.dll wlanapi.dll CRYPTSP.dll rsaenh.dll netprofm.dll npmproxy.dll mswsock.dll DNSAPI.dll rasadhlp.dll fwpuclnt.dll schannel.DLL ncryptsslp.dll ntmarta.dll sxs.dll SETUPAPI.dll LINKINFO.dll ntshrui.dll cscapi.dll AUDIOSES.DLL powrprof.dll","103","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","78","6676","691","691","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"GoogleDriveFS","6196","GoogleDriveFS","5764",,"1/7/2020 12:21:35 AM","01:04:41.2926614","0.6875","00:00:00.6875000",,"0",,"C:\Program Files\Google\Drive File Stream\35.0.13.0\GoogleDriveFS.exe","38932480","37.13 MB","433B4B0E4F2E61A16C3881A8C96A408ED0E7890E7B521CEA799136B57F83847F","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google, Inc.","Google Drive File Stream","35.0.13.0","Google Drive File Stream","GoogleDriveFS.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll SHELL32.dll gdiplus.dll ole32.dll libcef.dll SHLWAPI.dll ADVAPI32.dll WTSAPI32.dll USERENV.dll GDI32.dll RPCRT4.dll dokancc2789.dll COMCTL32.dll Secur32.dll WS2_32.dll OLEAUT32.dll OLEACC.dll WINHTTP.dll WindowsCodecs.dll CRYPT32.dll msvcrt.dll combase.dll sechost.dll IPHLPAPI.DLL WINMM.dll NETAPI32.dll UIAutomationCore.DLL HID.DLL WINTRUST.dll chrome_elf.dll VERSION.dll PROPSYS.dll dwmapi.dll DWrite.dll dxgi.dll dbghelp.dll d3d9.dll dxva2.dll d3d11.dll USP10.dll urlmon.dll credui.dll WINSPOOL.DRV COMDLG32.dll IMM32.dll CRYPTUI.dll ncrypt.dll dhcpcsvc.DLL profapi.dll SspiCli.dll wevtapi.dll NSI.dll MSASN1.dll WINNSI.DLL WINMMBASE.dll netutils.dll srvcli.dll wkscli.dll iertutil.dll WININET.dll SHCORE.DLL MSCTF.dll bcrypt.dll NTASN1.dll CRYPTBASE.DLL cfgmgr32.dll DEVOBJ.dll bcryptPrimitives.dll SAMCLI.DLL uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll kernel.appcore.dll SETUPAPI.dll mf.dll mfplat.dll RTWorkQ.DLL AVRT.dll msmpeg2vdec.dll CRYPTSP.dll msvproc.dll D3DCompiler_47.dll libglesv2.dll libegl.dll dcomp.dll aticfx64.dll atiuxp64.dll atidxx64.dll clbcatq.dll mfh264enc.dll","94","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","12","7032","332","332","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"PrintScreen","6212","explorer","3408",,"1/7/2020 12:21:35 AM","01:04:41.2425985","0.015625","00:00:00.0156250",,"0",,"C:\Program Files (x86)\Gadwin Systems\PrintScreen\PrintScreen.exe","7168000","6.84 MB","929E8D1DE8E3707DAE533856BDE1F38F0C3730D4189D47B9D8D6ADA8F604E8B2",,"NotSigned",,"Gadwin Systems, Inc","Gadwin PrintScreen","4.3","Gadwin PrintScreen","PrintScreen.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","3","1964","118","118","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"splwow64","6244","PrintScreen","6212",,"1/7/2020 12:21:35 AM","01:04:41.1955377","0.0625","00:00:00.0625000",,"0",,"C:\Windows\splwow64.exe","8376320","7.99 MB","C702AA78EA07AFC3D3D0F9659CB8E7B75DDF5EFF39E8F80D78A1AF09717F955F","FF82BC38E1DA5E596DF374C53E3617F7EDA36B06","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.19538","Print driver host for applications","splwow64.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll ADVAPI32.dll USER32.dll msvcrt.dll WINSPOOL.DRV RPCRT4.dll combase.dll sechost.dll GDI32.dll SspiCli.dll IMM32.DLL MSCTF.dll PrintIsolationProxy.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll CRYPTSP.dll rsaenh.dll bcrypt.dll PrintConfig.dll OLEAUT32.dll ole32.dll prntvpt.dll VERSION.dll USERENV.dll profapi.dll mxdwdrv.dll XmlLite.dll opcservices.dll SHLWAPI.dll urlmon.dll iertutil.dll WININET.dll xpsservices.dll msxml6.dll","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","4","6896","134","134","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"GoogleDriveFS","6368","GoogleDriveFS","5764",,"1/7/2020 12:21:35 AM","01:04:41.0473462","2.046875","00:00:02.0468750",,"0",,"C:\Program Files\Google\Drive File Stream\35.0.13.0\GoogleDriveFS.exe","63918080","60.96 MB","433B4B0E4F2E61A16C3881A8C96A408ED0E7890E7B521CEA799136B57F83847F","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google, Inc.","Google Drive File Stream","35.0.13.0","Google Drive File Stream","GoogleDriveFS.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll SHELL32.dll gdiplus.dll ole32.dll libcef.dll SHLWAPI.dll ADVAPI32.dll WTSAPI32.dll USERENV.dll GDI32.dll RPCRT4.dll dokancc2789.dll COMCTL32.dll Secur32.dll WS2_32.dll OLEAUT32.dll OLEACC.dll WINHTTP.dll WindowsCodecs.dll CRYPT32.dll msvcrt.dll combase.dll sechost.dll IPHLPAPI.DLL WINMM.dll NETAPI32.dll UIAutomationCore.DLL HID.DLL WINTRUST.dll chrome_elf.dll VERSION.dll PROPSYS.dll dwmapi.dll DWrite.dll dxgi.dll dbghelp.dll d3d9.dll dxva2.dll d3d11.dll USP10.dll urlmon.dll credui.dll WINSPOOL.DRV COMDLG32.dll IMM32.dll CRYPTUI.dll ncrypt.dll dhcpcsvc.DLL profapi.dll SspiCli.dll wevtapi.dll NSI.dll MSASN1.dll WINNSI.DLL WINMMBASE.dll netutils.dll srvcli.dll wkscli.dll iertutil.dll WININET.dll SHCORE.DLL MSCTF.dll bcrypt.dll NTASN1.dll CRYPTBASE.DLL cfgmgr32.dll DEVOBJ.dll bcryptPrimitives.dll SAMCLI.DLL uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll","76","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","16","6244","348","348","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"googledrivesync","6716","explorer","3408",,"1/7/2020 12:21:37 AM","01:04:39.4032220","2.890625","00:00:02.8906250",,"0",,"C:\Program Files\Google\Drive\googledrivesync.exe","3166208","3.02 MB","0610F5329FC4912133E7D493590D5E0A68D09282AE3E8D6EB645F9A0525D04B6","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","","","","","googledrivesync.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll USER32.dll WS2_32.dll GDI32.dll NSI.dll RPCRT4.dll SspiCli.dll sechost.dll IMM32.DLL MSCTF.dll","14","System.Diagnostics.ProcessThread","1","7104","26","26","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"googledrivesync","4648","googledrivesync","6716",,"1/7/2020 12:21:44 AM","01:04:31.9017997","217.015625","00:03:37.0156250","[Established] 192.168.68.124;1877 <--> 64.233.177.95;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1702 <--> 74.125.138.95;443 [12/31/1600 19:00:00]","2",,"C:\Program Files\Google\Drive\googledrivesync.exe","194195456","185.2 MB","0610F5329FC4912133E7D493590D5E0A68D09282AE3E8D6EB645F9A0525D04B6","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","","","","","googledrivesync.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll USER32.dll WS2_32.dll GDI32.dll NSI.dll RPCRT4.dll SspiCli.dll sechost.dll IMM32.DLL MSCTF.dll python27.dll ADVAPI32.dll SHELL32.dll MSVCR90.dll combase.dll SHLWAPI.dll _ctypes.pyd ole32.dll OLEAUT32.dll bz2.pyd _hashlib.pyd CRYPTSP.dll rsaenh.dll bcrypt.dll CRYPTBASE.dll bcryptPrimitives.dll win32api.pyd VERSION.dll pywintypes27.dll secur32.dll pythoncom27.dll kernel.appcore.dll uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll urlmon.dll iertutil.dll WININET.dll USERENV.dll profapi.dll _socket.pyd _ssl.pyd CRYPT32.dll MSASN1.dll unicodedata.pyd win32com.shell.shell.pyd wx._core_.pyd wxbase30u_vc90_x64.dll wxbase30u_net_vc90_x64.dll wxmsw30u_core_vc90_x64.dll wxmsw30u_adv_vc90_x64.dll MSVCP90.dll WSOCK32.dll COMDLG32.dll WINSPOOL.DRV COMCTL32.dll WINMM.dll WINMMBASE.dll SHCORE.DLL cfgmgr32.dll DEVOBJ.dll wx._gdi_.pyd wx._windows_.pyd wxmsw30u_html_vc90_x64.dll wx._controls_.pyd wx._misc_.pyd pysqlite2._sqlite.pyd win32file.pyd MSWSOCK.dll sfc.dll sfc_os.DLL win32security.pyd NETAPI32.dll netutils.dll srvcli.dll wkscli.dll security.dll ntdsapi.dll LOGONCLI.DLL hashobjs_ext.pyd thumbnails_ext.pyd gdiplus.dll usb_ext.pyd common.time34.pyd win32event.pyd windows.conditional.pyd windows.winwrap.pyd windows.volumes.pyd win32gui.pyd msimg32.dll _elementtree.pyd pyexpat.pyd win32inet.pyd Winhttp.dll wx._html2.pyd wxmsw30u_webview_vc90_x64.dll _psutil_windows.pyd PSAPI.DLL IPHLPAPI.DLL WTSAPI32.dll WINNSI.DLL napinsp.dll pnrpnsp.dll NLAapi.dll DNSAPI.dll winrnr.dll windows._cacheinvalidation.pyd win32crypt.pyd PIL._imaging.pyd _multiprocessing.pyd cello.pyd _yappi.pyd win32process.pyd win32pipe.pyd select.pyd win32pdh.pyd pdh.dll windows.connectivity.pyd windows.device_monitor.pyd win32profile.pyd win32ts.pyd dwmapi.dll DPAPI.dll dhcpcsvc6.DLL dhcpcsvc.DLL rasadhlp.dll fwpuclnt.dll clbcatq.dll PortableDeviceApi.dll SETUPAPI.dll","134","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","43","6512","879","879","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"acsagent","6800","explorer","3408",,"1/7/2020 12:21:45 AM","01:04:31.4782929","0.15625","00:00:00.1562500",,"0",,"C:\Program Files\ActivIdentity\ActivClient\acsagent.exe","12537856","11.96 MB","0711498C1CAB05F961AEB939066F8D9501CFB0CC16AF23AA86E459EF12B229C2","9979578FB4F403CDE1F76554C20E4A7FFBA926E8","Valid","ActivIdentity","ActivIdentity","ActivClient","6,2,1","ActivClient Agent","acsagent.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll aclog.dll VERSION.dll aiwinext.dll MFC80.DLL MSVCR80.dll USER32.dll GDI32.dll SHELL32.dll Secur32.dll ADVAPI32.dll msvcrt.dll WTSAPI32.dll SensApi.dll MSVCP80.dll SHLWAPI.dll combase.dll sechost.dll RPCRT4.dll SSPICLI.DLL IMM32.DLL MSCTF.dll MFC80ENU.DLL acCobAPIrc.dll acCobAPIlrc.dll acsagtrc.dll msi.dll ole32.dll uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll OLEAUT32.dll dwmapi.dll acevtsub.dll asphat32.dll ackpbsc.dll acerrmes.dll aspcom.dll PSAPI.DLL accrypto.dll WinSCard.dll SCARDDLG.dll ACLIBEAY.dll DEVOBJ.dll MFC42u.dll COMCTL32.dll SETUPAPI.dll WSOCK32.dll cfgmgr32.dll ODBC32.dll WS2_32.dll NSI.dll acerrmrc.dll asphatrc.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll CRYPTSP.dll rsaenh.dll bcrypt.dll sxs.dll shcore.dll WINSTA.dll","67","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8","3336","230","230","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"MOM","6872",,"6812",,"1/7/2020 12:21:45 AM","01:04:31.2410100","0.984375","00:00:00.9843750",,"0",,"C:\Program Files (x86)\ATI Technologies\ATI.ACE\Core-Static\MOM.exe","8953856","8.54 MB","0A96188796861F4B4E0450CEBE5268DBB8422D494EF0632F61531A87440FADB2",,"NotSigned",,"Advanced Micro Devices Inc.","Catalyst Control Center","4.5.0.0","Catalyst Control Center: Monitoring program","MOM.exe ntdll.dll MSCOREE.DLL KERNEL32.dll KERNELBASE.dll ADVAPI32.dll msvcrt.dll sechost.dll RPCRT4.dll SspiCli.dll mscoreei.dll SHLWAPI.dll combase.dll USER32.dll GDI32.dll IMM32.DLL MSCTF.dll kernel.appcore.dll VERSION.dll clr.dll VCRUNTIME140_CLR0400.dll ucrtbase_clr0400.dll mscorlib.ni.dll ole32.dll CRYPTBASE.dll bcryptPrimitives.dll uxtheme.dll ADvdDiscHlp64.dll tiptsf.dll OLEAUT32.dll CRYPTSP.dll rsaenh.dll bcrypt.dll clrjit.dll wtsapi32.dll WINSTA.dll shell32.dll SHCORE.dll profapi.dll ws2_32.dll NSI.dll mswsock.dll comctl32.dll dwmapi.dll PROPSYS.dll SETUPAPI.dll CFGMGR32.dll clbcatq.dll urlmon.dll iertutil.dll WININET.dll USERENV.dll Secur32.dll psapi.dll napinsp.dll pnrpnsp.dll NLAapi.dll DNSAPI.dll winrnr.dll rasadhlp.dll IPHLPAPI.DLL WINNSI.DLL fwpuclnt.dll","63","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","14","4748","420","420","KOMNICK\danny","S-1-5-21-2030441869-2124514218-3747077761-1155","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
