"PSComputerName","Name","HotFixID","Description","InstalledBy","InstalledOn"
"PHOENIX","KB3146604","KB3146604","Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3146723","KB3146723","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3146751","KB3146751","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3147071","KB3147071","Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3150513","KB3150513","Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3155784","KB3155784","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3156059","KB3156059","Security Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3159398","KB3159398","Security Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3161102","KB3161102","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3161949","KB3161949","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3172614","KB3172614","Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3172729","KB3172729","Security Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3173424","KB3173424","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3175024","KB3175024","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3178539","KB3178539","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3179574","KB3179574","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3184143","KB3184143","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB3186539","KB3186539","Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB3187754","KB3187754","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB4033369","KB4033369","Update","NT AUTHORITY\SYSTEM","2/28/2018 12:00:00 AM"
"PHOENIX","KB4040972","KB4040972","Update","NT AUTHORITY\SYSTEM","12/9/2017 12:00:00 AM"
"PHOENIX","KB4040981","KB4040981","Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB4041777","KB4041777","Update","NT AUTHORITY\SYSTEM","12/9/2017 12:00:00 AM"
"PHOENIX","KB4048951","KB4048951","Security Update","NT AUTHORITY\SYSTEM","12/8/2017 12:00:00 AM"
"PHOENIX","KB4049179","KB4049179","Security Update","NT AUTHORITY\SYSTEM","12/2/2017 12:00:00 AM"
"PHOENIX","KB4053577","KB4053577","Security Update","NT AUTHORITY\SYSTEM","12/13/2017 12:00:00 AM"
"PHOENIX","KB4054566","KB4054566","Update","NT AUTHORITY\SYSTEM","7/14/2018 12:00:00 AM"
"PHOENIX","KB4054854","KB4054854","Update","NT AUTHORITY\SYSTEM","2/28/2018 12:00:00 AM"
"PHOENIX","KB4054980","KB4054980","Update","NT AUTHORITY\SYSTEM","2/14/2018 12:00:00 AM"
"PHOENIX","KB4054999","KB4054999","Update","NT AUTHORITY\SYSTEM","1/14/2018 12:00:00 AM"
"PHOENIX","KB4055001","KB4055001","Update","NT AUTHORITY\SYSTEM","1/14/2018 12:00:00 AM"
"PHOENIX","KB4056887","KB4056887","Security Update","NT AUTHORITY\SYSTEM","1/14/2018 12:00:00 AM"
"PHOENIX","KB4074595","KB4074595","Security Update","NT AUTHORITY\SYSTEM","2/8/2018 12:00:00 AM"
"PHOENIX","KB4088785","KB4088785","Security Update","NT AUTHORITY\SYSTEM","3/15/2018 12:00:00 AM"
"PHOENIX","KB4093110","KB4093110","Security Update","NT AUTHORITY\SYSTEM","4/16/2018 12:00:00 AM"
"PHOENIX","KB4095875","KB4095875","Update","NT AUTHORITY\SYSTEM","5/31/2018 12:00:00 AM"
"PHOENIX","KB4096417","KB4096417","Update","NT AUTHORITY\SYSTEM","5/31/2018 12:00:00 AM"
"PHOENIX","KB4103729","KB4103729","Security Update","NT AUTHORITY\SYSTEM","5/31/2018 12:00:00 AM"
"PHOENIX","KB4287903","KB4287903","Security Update","NT AUTHORITY\SYSTEM","6/8/2018 12:00:00 AM"
"PHOENIX","KB4338419","KB4338419","Update","NT AUTHORITY\SYSTEM","7/12/2018 12:00:00 AM"
"PHOENIX","KB4338424","KB4338424","Update","NT AUTHORITY\SYSTEM","7/11/2018 12:00:00 AM"
"PHOENIX","KB4338832","KB4338832","Security Update","NT AUTHORITY\SYSTEM","7/12/2018 12:00:00 AM"
"PHOENIX","KB4343902","KB4343902","Security Update","NT AUTHORITY\SYSTEM","8/15/2018 12:00:00 AM"
"PHOENIX","KB4344145","KB4344145","Update","NT AUTHORITY\SYSTEM","8/15/2018 12:00:00 AM"
"PHOENIX","KB4344153","KB4344153","Update","NT AUTHORITY\SYSTEM","8/15/2018 12:00:00 AM"
"PHOENIX","KB4457009","KB4457009","Update","NT AUTHORITY\SYSTEM","10/18/2018 12:00:00 AM"
"PHOENIX","KB4457015","KB4457015","Update","NT AUTHORITY\SYSTEM","10/18/2018 12:00:00 AM"
"PHOENIX","KB4457034","KB4457034","Update","NT AUTHORITY\SYSTEM","9/15/2018 12:00:00 AM"
"PHOENIX","KB4457045","KB4457045","Update","NT AUTHORITY\SYSTEM","9/15/2018 12:00:00 AM"
"PHOENIX","KB4457146","KB4457146","Security Update","NT AUTHORITY\SYSTEM","9/15/2018 12:00:00 AM"
"PHOENIX","KB4459935","KB4459935","Update","NT AUTHORITY\SYSTEM","11/22/2018 12:00:00 AM"
"PHOENIX","KB4459941","KB4459941","Update","NT AUTHORITY\SYSTEM","11/22/2018 12:00:00 AM"
"PHOENIX","KB4462930","KB4462930","Update","NT AUTHORITY\SYSTEM","10/18/2018 12:00:00 AM"
"PHOENIX","KB4467694","KB4467694","Security Update","NT AUTHORITY\SYSTEM","11/22/2018 12:00:00 AM"
"PHOENIX","KB4470630","KB4470630","Update","NT AUTHORITY\SYSTEM","12/23/2018 12:00:00 AM"
"PHOENIX","KB4470639","KB4470639","Update","NT AUTHORITY\SYSTEM","12/23/2018 12:00:00 AM"
"PHOENIX","KB4471331","KB4471331","Security Update","NT AUTHORITY\SYSTEM","12/23/2018 12:00:00 AM"
"PHOENIX","KB4477029","KB4477029","Security Update","NT AUTHORITY\SYSTEM","11/22/2018 12:00:00 AM"
"PHOENIX","KB4480054","KB4480054","Update","NT AUTHORITY\SYSTEM","1/20/2019 12:00:00 AM"
"PHOENIX","KB4480064","KB4480064","Update","NT AUTHORITY\SYSTEM","1/20/2019 12:00:00 AM"
"PHOENIX","KB4480979","KB4480979","Security Update","NT AUTHORITY\SYSTEM","1/20/2019 12:00:00 AM"
"PHOENIX","KB4483187","KB4483187","Security Update","NT AUTHORITY\SYSTEM","12/23/2018 12:00:00 AM"
"PHOENIX","KB4483450","KB4483450","Update","NT AUTHORITY\SYSTEM","2/27/2019 12:00:00 AM"
"PHOENIX","KB4483459","KB4483459","Update","NT AUTHORITY\SYSTEM","2/27/2019 12:00:00 AM"
"PHOENIX","KB4486105","KB4486105","Update","NT AUTHORITY\SYSTEM","8/25/2019 12:00:00 AM"
"PHOENIX","KB4487038","KB4487038","Security Update","NT AUTHORITY\SYSTEM","2/27/2019 12:00:00 AM"
"PHOENIX","KB4489907","KB4489907","Security Update","NT AUTHORITY\SYSTEM","3/24/2019 12:00:00 AM"
"PHOENIX","KB4493478","KB4493478","Security Update","NT AUTHORITY\SYSTEM","4/15/2019 12:00:00 AM"
"PHOENIX","KB4495585","KB4495585","Update","NT AUTHORITY\SYSTEM","5/17/2019 12:00:00 AM"
"PHOENIX","KB4495608","KB4495608","Update","NT AUTHORITY\SYSTEM","5/17/2019 12:00:00 AM"
"PHOENIX","KB4497932","KB4497932","Security Update","NT AUTHORITY\SYSTEM","5/17/2019 12:00:00 AM"
"PHOENIX","KB4503308","KB4503308","Security Update","NT AUTHORITY\SYSTEM","7/14/2019 12:00:00 AM"
"PHOENIX","KB4506996","KB4506996","Update","NT AUTHORITY\SYSTEM","7/16/2019 12:00:00 AM"
"PHOENIX","KB4507005","KB4507005","Update","NT AUTHORITY\SYSTEM","7/14/2019 12:00:00 AM"
"PHOENIX","KB4514371","KB4514371","Update","NT AUTHORITY\SYSTEM","10/22/2019 12:00:00 AM"
"PHOENIX","KB4515846","KB4515846","Update","NT AUTHORITY\SYSTEM","10/22/2019 12:00:00 AM"
"PHOENIX","KB4516115","KB4516115","Security Update","NT AUTHORITY\SYSTEM","10/22/2019 12:00:00 AM"
"PHOENIX","KB4533004","KB4533004","Update","NT AUTHORITY\SYSTEM","1/7/2020 12:00:00 AM"
"PHOENIX","KB4530702","KB4530702","Security Update","NT AUTHORITY\SYSTEM","1/7/2020 12:00:00 AM"
