"PSComputerName","State","Status","Started","StartMode","Name","DisplayName","PathName","ExitCode","AcceptPause","AcceptStop","Caption","CreationClassName","Description","DesktopInteract","ErrorControl","InstallDate","ServiceType"
"2012DATA-DC1","Running","OK","True","System","AFD","Ancillary Function Driver for Winsock","C:\Windows\system32\drivers\afd.sys","0","False","True","Ancillary Function Driver for Winsock","Win32_SystemDriver","Ancillary Function Driver for Winsock","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","agp440","Intel AGP Bus Filter","C:\Windows\system32\drivers\agp440.sys","1077","False","False","Intel AGP Bus Filter","Win32_SystemDriver","Intel AGP Bus Filter","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","AmdK8","AMD K8 Processor Driver","C:\Windows\system32\drivers\amdk8.sys","1077","False","False","AMD K8 Processor Driver","Win32_SystemDriver","AMD K8 Processor Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","AmdPPM","AMD Processor Driver","C:\Windows\system32\drivers\amdppm.sys","1077","False","False","AMD Processor Driver","Win32_SystemDriver","AMD Processor Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","amdsata","amdsata","C:\Windows\system32\drivers\amdsata.sys","1077","False","False","amdsata","Win32_SystemDriver","amdsata","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","amdsbs","amdsbs","C:\Windows\system32\drivers\amdsbs.sys","1077","False","False","amdsbs","Win32_SystemDriver","amdsbs","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","amdxata","amdxata","C:\Windows\system32\drivers\amdxata.sys","1077","False","False","amdxata","Win32_SystemDriver","amdxata","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","AppID","AppID Driver","C:\Windows\system32\drivers\appid.sys","1077","False","False","AppID Driver","Win32_SystemDriver","AppID Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","arc","arc","C:\Windows\system32\drivers\arc.sys","1077","False","False","arc","Win32_SystemDriver","arc","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","arcsas","Adaptec SAS/SATA-II RAID Windows Inbox Miniport Driver","C:\Windows\system32\drivers\arcsas.sys","1077","False","False","Adaptec SAS/SATA-II RAID Windows Inbox Miniport Driver","Win32_SystemDriver","Adaptec SAS/SATA-II RAID Windows Inbox Miniport Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","AsyncMac","RAS Asynchronous Media Driver","C:\Windows\system32\DRIVERS\asyncmac.sys","1077","False","False","RAS Asynchronous Media Driver","Win32_SystemDriver","RAS Asynchronous Media Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","atapi","IDE Channel","C:\Windows\system32\drivers\atapi.sys","0","False","True","IDE Channel","Win32_SystemDriver","IDE Channel","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","b06bdrv","Broadcom NetXtreme II VBD","C:\Windows\system32\drivers\bxvbda.sys","1077","False","False","Broadcom NetXtreme II VBD","Win32_SystemDriver","Broadcom NetXtreme II VBD","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","System","BasicDisplay","BasicDisplay","C:\Windows\system32\drivers\BasicDisplay.sys","0","False","True","BasicDisplay","Win32_SystemDriver","BasicDisplay","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","System","BasicRender","BasicRender","C:\Windows\system32\drivers\BasicRender.sys","0","False","True","BasicRender","Win32_SystemDriver","BasicRender","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","Beep","Beep","C:\Windows\system32\drivers\Beep.sys","1077","False","False","Beep","Win32_SystemDriver","Beep","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","bfad","Brocade 425/825 4G/8G FC HBA driver","C:\Windows\system32\drivers\bfad.sys","1077","False","False","Brocade 425/825 4G/8G FC HBA driver","Win32_SystemDriver","Brocade 425/825 4G/8G FC HBA driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","bfadfcoe","Brocade 10G FCoE HBA driver service","C:\Windows\system32\drivers\bfadfcoe.sys","1077","False","False","Brocade 10G FCoE HBA driver service","Win32_SystemDriver","Brocade 10G FCoE HBA driver service","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","bowser","Browser Support Driver","C:\Windows\system32\DRIVERS\bowser.sys","0","False","True","Browser Support Driver","Win32_SystemDriver","Browser Support Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","bxfcoe","Broadcom NetXtreme II Offload FCoE Driver","C:\Windows\system32\drivers\bxfcoe.sys","1077","False","False","Broadcom NetXtreme II Offload FCoE Driver","Win32_SystemDriver","Broadcom NetXtreme II Offload FCoE Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","bxois","Broadcom NetXtreme II Offload iSCSI Driver","C:\Windows\system32\drivers\bxois.sys","1077","False","False","Broadcom NetXtreme II Offload iSCSI Driver","Win32_SystemDriver","Broadcom NetXtreme II Offload iSCSI Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Disabled","cdfs","CD/DVD File System Reader","C:\Windows\system32\DRIVERS\cdfs.sys","1077","False","False","CD/DVD File System Reader","Win32_SystemDriver","CD/DVD File System Reader","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","System","cdrom","CD-ROM Driver","C:\Windows\system32\drivers\cdrom.sys","0","False","True","CD-ROM Driver","Win32_SystemDriver","CD-ROM Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","CLFS","Common Log (CLFS)","C:\Windows\system32\drivers\CLFS.sys","0","False","True","Common Log (CLFS)","Win32_SystemDriver","Common Log (CLFS)","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","CmBatt","Microsoft ACPI Control Method Battery Driver","C:\Windows\system32\drivers\CmBatt.sys","0","False","True","Microsoft ACPI Control Method Battery Driver","Win32_SystemDriver","Microsoft ACPI Control Method Battery Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","CNG","CNG","C:\Windows\system32\Drivers\cng.sys","0","False","True","CNG","Win32_SystemDriver","CNG","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","CompositeBus","Composite Bus Enumerator Driver","C:\Windows\system32\drivers\CompositeBus.sys","0","False","True","Composite Bus Enumerator Driver","Win32_SystemDriver","Composite Bus Enumerator Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","condrv","Console Driver","C:\Windows\system32\drivers\condrv.sys","0","False","True","Console Driver","Win32_SystemDriver","Console Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","System","Dfsc","DFS Namespace Client Driver","C:\Windows\system32\Drivers\dfsc.sys","0","False","True","DFS Namespace Client Driver","Win32_SystemDriver","DFS Namespace Client Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","System","DfsDriver","DFS Namespace Server Filter Driver","C:\Windows\system32\drivers\dfs.sys","0","False","True","DFS Namespace Server Filter Driver","Win32_SystemDriver","DFS Namespace Server Filter Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","Boot","DfsrRo","DFS Replication ReadOnly Driver","C:\Windows\system32\drivers\dfsrro.sys","0","False","True","DFS Replication ReadOnly Driver","Win32_SystemDriver","DFS Replication ReadOnly Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","System","discache","System Attribute Cache","C:\Windows\system32\drivers\discache.sys","0","False","True","System Attribute Cache","Win32_SystemDriver","System Attribute Cache","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","disk","Disk Driver","C:\Windows\system32\drivers\disk.sys","0","False","True","Disk Driver","Win32_SystemDriver","Disk Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","dmvsc","dmvsc","C:\Windows\system32\drivers\dmvsc.sys","1077","False","False","dmvsc","Win32_SystemDriver","dmvsc","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","drmkaud","Microsoft Trusted Audio Drivers","C:\Windows\system32\drivers\drmkaud.sys","1077","False","False","Microsoft Trusted Audio Drivers","Win32_SystemDriver","Microsoft Trusted Audio Drivers","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","DXGKrnl","LDDM Graphics Subsystem","C:\Windows\system32\drivers\dxgkrnl.sys","0","False","True","LDDM Graphics Subsystem","Win32_SystemDriver","LDDM Graphics Subsystem","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","e1iexpress","Intel(R) PRO/1000 PCI Express Network Connection Driver I","C:\Windows\system32\DRIVERS\e1i63x64.sys","0","False","True","Intel(R) PRO/1000 PCI Express Network Connection Driver I","Win32_SystemDriver","Intel(R) PRO/1000 PCI Express Network Connection Driver I","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","ebdrv","Broadcom NetXtreme II 10 GigE VBD","C:\Windows\system32\drivers\evbda.sys","1077","False","False","Broadcom NetXtreme II 10 GigE VBD","Win32_SystemDriver","Broadcom NetXtreme II 10 GigE VBD","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","elxfcoe","elxfcoe","C:\Windows\system32\drivers\elxfcoe.sys","1077","False","False","elxfcoe","Win32_SystemDriver","elxfcoe","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","elxstor","elxstor","C:\Windows\system32\drivers\elxstor.sys","1077","False","False","elxstor","Win32_SystemDriver","elxstor","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","ErrDev","Microsoft Hardware Error Device Driver","C:\Windows\system32\drivers\errdev.sys","1077","False","False","Microsoft Hardware Error Device Driver","Win32_SystemDriver","Microsoft Hardware Error Device Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","exfat","exFAT File System Driver","C:\Windows\system32\drivers\exfat.sys","1077","False","False","exFAT File System Driver","Win32_SystemDriver","exFAT File System Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","fastfat","FAT12/16/32 File System Driver","C:\Windows\system32\drivers\fastfat.sys","1077","False","False","FAT12/16/32 File System Driver","Win32_SystemDriver","FAT12/16/32 File System Driver","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","fcvsc","fcvsc","C:\Windows\system32\drivers\fcvsc.sys","1077","False","False","fcvsc","Win32_SystemDriver","fcvsc","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","fdc","Floppy Disk Controller Driver","C:\Windows\system32\drivers\fdc.sys","0","False","True","Floppy Disk Controller Driver","Win32_SystemDriver","Floppy Disk Controller Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","FileInfo","File Information FS MiniFilter","C:\Windows\system32\drivers\fileinfo.sys","1077","False","False","File Information FS MiniFilter","Win32_SystemDriver","File Information FS MiniFilter","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","Filetrace","Filetrace","C:\Windows\system32\drivers\filetrace.sys","1077","False","False","Filetrace","Win32_SystemDriver","Filetrace","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","flpydisk","Floppy Disk Driver","C:\Windows\system32\drivers\flpydisk.sys","1077","False","False","Floppy Disk Driver","Win32_SystemDriver","Floppy Disk Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","FltMgr","FltMgr","C:\Windows\system32\drivers\fltmgr.sys","0","False","True","FltMgr","Win32_SystemDriver","FltMgr","False","Critical",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","FsDepends","File System Dependency Minifilter","C:\Windows\system32\drivers\FsDepends.sys","1077","False","False","File System Dependency Minifilter","Win32_SystemDriver","File System Dependency Minifilter","False","Critical",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","FxPPM","Power Framework Processor Driver","C:\Windows\system32\drivers\fxppm.sys","1077","False","False","Power Framework Processor Driver","Win32_SystemDriver","Power Framework Processor Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","gagp30kx","Microsoft Generic AGPv3.0 Filter for K8 Processor Platforms","C:\Windows\system32\drivers\gagp30kx.sys","1077","False","False","Microsoft Generic AGPv3.0 Filter for K8 Processor Platforms","Win32_SystemDriver","Microsoft Generic AGPv3.0 Filter for K8 Processor Platforms","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","gencounter","Microsoft Hyper-V Generation Counter","C:\Windows\system32\drivers\vmgencounter.sys","0","False","True","Microsoft Hyper-V Generation Counter","Win32_SystemDriver","Microsoft Hyper-V Generation Counter","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","GPIOClx0101","Microsoft GPIO Class Extension Driver","C:\Windows\system32\Drivers\msgpioclx.sys","1077","False","False","Microsoft GPIO Class Extension Driver","Win32_SystemDriver","Microsoft GPIO Class Extension Driver","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","HdAudAddService","Microsoft 1.1 UAA Function Driver for High Definition Audio Service","C:\Windows\system32\drivers\HdAudio.sys","0","False","True","Microsoft 1.1 UAA Function Driver for High Definition Audio Service","Win32_SystemDriver","Microsoft 1.1 UAA Function Driver for High Definition Audio Service","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","HDAudBus","Microsoft UAA Bus Driver for High Definition Audio","C:\Windows\system32\drivers\HDAudBus.sys","0","False","True","Microsoft UAA Bus Driver for High Definition Audio","Win32_SystemDriver","Microsoft UAA Bus Driver for High Definition Audio","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","HidBatt","HID UPS Battery Driver","C:\Windows\system32\drivers\HidBatt.sys","1077","False","False","HID UPS Battery Driver","Win32_SystemDriver","HID UPS Battery Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","HidUsb","Microsoft HID Class Driver","C:\Windows\system32\drivers\hidusb.sys","0","False","True","Microsoft HID Class Driver","Win32_SystemDriver","Microsoft HID Class Driver","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","HpSAMD","HpSAMD","C:\Windows\system32\drivers\HpSAMD.sys","1077","False","False","HpSAMD","Win32_SystemDriver","HpSAMD","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","HTTP","HTTP Service","C:\Windows\system32\drivers\HTTP.sys","0","False","True","HTTP Service","Win32_SystemDriver","HTTP Service","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Boot","hwpolicy","Hardware Policy Driver","C:\Windows\system32\drivers\hwpolicy.sys","31","False","False","Hardware Policy Driver","Win32_SystemDriver","Hardware Policy Driver","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","hyperkbd","hyperkbd","C:\Windows\system32\drivers\hyperkbd.sys","1077","False","False","hyperkbd","Win32_SystemDriver","hyperkbd","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","HyperVideo","HyperVideo","C:\Windows\system32\DRIVERS\HyperVideo.sys","1077","False","False","HyperVideo","Win32_SystemDriver","HyperVideo","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","i8042prt","PS/2 Keyboard and Mouse Port Driver","C:\Windows\system32\drivers\i8042prt.sys","0","False","True","PS/2 Keyboard and Mouse Port Driver","Win32_SystemDriver","PS/2 Keyboard and Mouse Port Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","iaStorV","Intel RAID Controller Windows 7","C:\Windows\system32\drivers\iaStorV.sys","1077","False","False","Intel RAID Controller Windows 7","Win32_SystemDriver","Intel RAID Controller Windows 7","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","ibbus","Mellanox InfiniBand Bus/AL (Filter Driver)","C:\Windows\system32\drivers\ibbus.sys","1077","False","False","Mellanox InfiniBand Bus/AL (Filter Driver)","Win32_SystemDriver","Mellanox InfiniBand Bus/AL (Filter Driver)","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","iirsp","iirsp","C:\Windows\system32\drivers\iirsp.sys","1077","False","False","iirsp","Win32_SystemDriver","iirsp","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","intelide","intelide","C:\Windows\system32\drivers\intelide.sys","0","False","True","intelide","Win32_SystemDriver","intelide","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","intelppm","Intel Processor Driver","C:\Windows\system32\drivers\intelppm.sys","0","False","True","Intel Processor Driver","Win32_SystemDriver","Intel Processor Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","IpFilterDriver","IP Traffic Filter Driver","C:\Windows\system32\DRIVERS\ipfltdrv.sys","1077","False","False","IP Traffic Filter Driver","Win32_SystemDriver","IP Traffic Filter Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","IPMIDRV","IPMIDRV","C:\Windows\system32\drivers\IPMIDrv.sys","1077","False","False","IPMIDRV","Win32_SystemDriver","IPMIDRV","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","IPNAT","IP Network Address Translator","C:\Windows\system32\drivers\ipnat.sys","1077","False","False","IP Network Address Translator","Win32_SystemDriver","IP Network Address Translator","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","isapnp","isapnp","C:\Windows\system32\drivers\isapnp.sys","1077","False","False","isapnp","Win32_SystemDriver","isapnp","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","iScsiPrt","iScsiPort Driver","C:\Windows\system32\drivers\msiscsi.sys","1077","False","False","iScsiPort Driver","Win32_SystemDriver","iScsiPort Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","kbdclass","Keyboard Class Driver","C:\Windows\system32\drivers\kbdclass.sys","0","False","True","Keyboard Class Driver","Win32_SystemDriver","Keyboard Class Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","kbdhid","Keyboard HID Driver","C:\Windows\system32\drivers\kbdhid.sys","1077","False","False","Keyboard HID Driver","Win32_SystemDriver","Keyboard HID Driver","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","kdnic","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","C:\Windows\system32\DRIVERS\kdnic.sys","0","False","True","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","Win32_SystemDriver","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","KSecDD","KSecDD","C:\Windows\system32\Drivers\ksecdd.sys","0","False","True","KSecDD","Win32_SystemDriver","KSecDD","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","KSecPkg","KSecPkg","C:\Windows\system32\Drivers\ksecpkg.sys","0","False","True","KSecPkg","Win32_SystemDriver","KSecPkg","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","ksthunk","Kernel Streaming Thunks","C:\Windows\system32\drivers\ksthunk.sys","0","False","True","Kernel Streaming Thunks","Win32_SystemDriver","Kernel Streaming Thunks","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Auto","lltdio","Link-Layer Topology Discovery Mapper I/O Driver","C:\Windows\system32\DRIVERS\lltdio.sys","0","False","True","Link-Layer Topology Discovery Mapper I/O Driver","Win32_SystemDriver","Link-Layer Topology Discovery Mapper I/O Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","LSI_FC","LSI_FC","C:\Windows\system32\drivers\lsi_fc.sys","1077","False","False","LSI_FC","Win32_SystemDriver","LSI_FC","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","LSI_SAS","LSI_SAS","C:\Windows\system32\drivers\lsi_sas.sys","0","False","True","LSI_SAS","Win32_SystemDriver","LSI_SAS","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","LSI_SAS2","LSI_SAS2","C:\Windows\system32\drivers\lsi_sas2.sys","1077","False","False","LSI_SAS2","Win32_SystemDriver","LSI_SAS2","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","LSI_SCSI","LSI_SCSI","C:\Windows\system32\drivers\lsi_scsi.sys","1077","False","False","LSI_SCSI","Win32_SystemDriver","LSI_SCSI","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","LSI_SSS","LSI_SSS","C:\Windows\system32\drivers\lsi_sss.sys","1077","False","False","LSI_SSS","Win32_SystemDriver","LSI_SSS","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Auto","luafv","UAC File Virtualization","C:\Windows\system32\drivers\luafv.sys","0","False","True","UAC File Virtualization","Win32_SystemDriver","UAC File Virtualization","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","megasas","megasas","C:\Windows\system32\drivers\megasas.sys","1077","False","False","megasas","Win32_SystemDriver","megasas","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","MegaSR","MegaSR","C:\Windows\system32\drivers\MegaSR.sys","1077","False","False","MegaSR","Win32_SystemDriver","MegaSR","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","mlx4_bus","Mellanox ConnectX Bus Enumerator","C:\Windows\system32\drivers\mlx4_bus.sys","1077","False","False","Mellanox ConnectX Bus Enumerator","Win32_SystemDriver","Mellanox ConnectX Bus Enumerator","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","Modem","Modem","C:\Windows\system32\drivers\modem.sys","1077","False","False","Modem","Win32_SystemDriver","Modem","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","monitor","Microsoft Monitor Class Function Driver Service","C:\Windows\system32\DRIVERS\monitor.sys","0","False","True","Microsoft Monitor Class Function Driver Service","Win32_SystemDriver","Microsoft Monitor Class Function Driver Service","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","mouclass","Mouse Class Driver","C:\Windows\system32\drivers\mouclass.sys","0","False","True","Mouse Class Driver","Win32_SystemDriver","Mouse Class Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","mouhid","Mouse HID Driver","C:\Windows\system32\drivers\mouhid.sys","0","False","True","Mouse HID Driver","Win32_SystemDriver","Mouse HID Driver","False","Ignore",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Boot","mountmgr","Mount Point Manager","C:\Windows\system32\drivers\mountmgr.sys","0","False","True","Mount Point Manager","Win32_SystemDriver","Mount Point Manager","False","Critical",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","mpsdrv","Windows Firewall Authorization Driver","C:\Windows\system32\drivers\mpsdrv.sys","0","False","True","Windows Firewall Authorization Driver","Win32_SystemDriver","Windows Firewall Authorization Driver","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","Manual","mrxsmb","SMB MiniRedirector Wrapper and Engine","C:\Windows\system32\DRIVERS\mrxsmb.sys","0","False","True","SMB MiniRedirector Wrapper and Engine","Win32_SystemDriver","SMB MiniRedirector Wrapper and Engine","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","Manual","mrxsmb10","SMB 1.x MiniRedirector","C:\Windows\system32\DRIVERS\mrxsmb10.sys","0","False","True","SMB 1.x MiniRedirector","Win32_SystemDriver","SMB 1.x MiniRedirector","False","Normal",,"File System Driver"
"2012DATA-DC1","Running","OK","True","Manual","mrxsmb20","SMB 2.0 MiniRedirector","C:\Windows\system32\DRIVERS\mrxsmb20.sys","0","False","True","SMB 2.0 MiniRedirector","Win32_SystemDriver","SMB 2.0 MiniRedirector","False","Normal",,"File System Driver"
"2012DATA-DC1","Stopped","OK","False","Manual","MsBridge","Microsoft MAC Bridge","C:\Windows\system32\DRIVERS\bridge.sys","1077","False","False","Microsoft MAC Bridge","Win32_SystemDriver","Microsoft MAC Bridge","False","Normal",,"Kernel Driver"
"2012DATA-DC1","Running","OK","True","System","Msfs","Msfs","C:\Windows\system32\drivers\Msfs.sys","0","False","True","Msfs","Win32_SystemDriver","Msfs","False","Normal",,"File System Driver"
