"PSComputerName","Name","HotFixID","Description","InstalledBy","InstalledOn"
"MEGATRON","KB3013172","KB3013172","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3013769","KB3013769","Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3013791","KB3013791","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3013816","KB3013816","Update","NT AUTHORITY\SYSTEM","4/15/2016 12:00:00 AM"
"MEGATRON","KB3014442","KB3014442","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3019978","KB3019978","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3021910","KB3021910","Update","NT AUTHORITY\SYSTEM","5/14/2015 12:00:00 AM"
"MEGATRON","KB3022345","KB3022345","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3022777","KB3022777","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3023266","KB3023266","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3024751","KB3024751","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3024755","KB3024755","Update","NT AUTHORITY\SYSTEM","4/27/2015 12:00:00 AM"
"MEGATRON","KB3029603","KB3029603","Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3030377","KB3030377","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3030947","KB3030947","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3032359","KB3032359","Security Update","NT AUTHORITY\SYSTEM","5/6/2015 12:00:00 AM"
"MEGATRON","KB3033446","KB3033446","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3035126","KB3035126","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3036612","KB3036612","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3037924","KB3037924","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3038002","KB3038002","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3038314","KB3038314","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3038701","KB3038701","Hotfix","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3042085","KB3042085","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3044374","KB3044374","Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3044673","KB3044673","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3045634","KB3045634","Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3045685","KB3045685","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3045717","KB3045717","Update","NT AUTHORITY\SYSTEM","5/14/2015 12:00:00 AM"
"MEGATRON","KB3045719","KB3045719","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3045755","KB3045755","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3045992","KB3045992","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3045999","KB3045999","Security Update","NT AUTHORITY\SYSTEM","4/28/2015 12:00:00 AM"
"MEGATRON","KB3046017","KB3046017","Security Update","NT AUTHORITY\SYSTEM","9/3/2015 12:00:00 AM"
"MEGATRON","KB3046339","KB3046339","Security Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3046737","KB3046737","Hotfix","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3048043","KB3048043","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3049563","KB3049563","Security Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3053863","KB3053863","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3054169","KB3054169","Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3054203","KB3054203","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3054256","KB3054256","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3054464","KB3054464","Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3055323","KB3055323","Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3055343","KB3055343","Update","NT AUTHORITY\SYSTEM","9/10/2015 12:00:00 AM"
"MEGATRON","KB3055642","KB3055642","Security Update","NT AUTHORITY\SYSTEM","5/19/2015 12:00:00 AM"
"MEGATRON","KB3058515","KB3058515","Security Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3059317","KB3059317","Security Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3060681","KB3060681","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3060793","KB3060793","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3061512","KB3061512","Security Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3063843","KB3063843","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3065822","KB3065822","Security Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3065988","KB3065988","Update","NT AUTHORITY\SYSTEM","7/20/2015 12:00:00 AM"
"MEGATRON","KB3068708","KB3068708","Update","NT AUTHORITY\SYSTEM","6/10/2015 12:00:00 AM"
"MEGATRON","KB3071756","KB3071756","Security Update","NT AUTHORITY\SYSTEM","9/10/2015 12:00:00 AM"
"MEGATRON","KB3074228","KB3074228","Security Update","NT AUTHORITY\SYSTEM","4/15/2016 12:00:00 AM"
"MEGATRON","KB3075220","KB3075220","Security Update","NT AUTHORITY\SYSTEM","9/3/2015 12:00:00 AM"
"MEGATRON","KB3075853","KB3075853","Update","NT AUTHORITY\SYSTEM","9/10/2015 12:00:00 AM"
"MEGATRON","KB3077715","KB3077715","Update","NT AUTHORITY\SYSTEM","4/15/2016 12:00:00 AM"
"MEGATRON","KB3078071","KB3078071","Security Update","NT AUTHORITY\SYSTEM","9/10/2015 12:00:00 AM"
"MEGATRON","KB3078405","KB3078405","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3078676","KB3078676","Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3080042","KB3080042","Update","NT AUTHORITY\SYSTEM","9/19/2015 12:00:00 AM"
"MEGATRON","KB3080149","KB3080149","Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3082089","KB3082089","Security Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3083729","KB3083729","Update","NT AUTHORITY\SYSTEM","4/15/2016 12:00:00 AM"
"MEGATRON","KB3084135","KB3084135","Security Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3084905","KB3084905","Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3086255","KB3086255","Security Update","NT AUTHORITY\SYSTEM","9/19/2015 12:00:00 AM"
"MEGATRON","KB3087041","KB3087041","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3087137","KB3087137","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3091297","KB3091297","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3092601","KB3092601","Security Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3092627","KB3092627","Update","NT AUTHORITY\SYSTEM","4/16/2016 12:00:00 AM"
"MEGATRON","KB3094486","KB3094486","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3095701","KB3095701","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3099834","KB3099834","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3100473","KB3100473","Update","NT AUTHORITY\SYSTEM","2/22/2018 12:00:00 AM"
"MEGATRON","KB3102429","KB3102429","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3103616","KB3103616","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3103696","KB3103696","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3103709","KB3103709","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3104002","KB3104002","Security Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3109103","KB3109103","Security Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3109976","KB3109976","Update","NT AUTHORITY\SYSTEM","2/22/2018 12:00:00 AM"
"MEGATRON","KB3110329","KB3110329","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3112148","KB3112148","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3112336","KB3112336","Update","NT AUTHORITY\SYSTEM","12/20/2015 12:00:00 AM"
"MEGATRON","KB3115224","KB3115224","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3121261","KB3121261","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3121461","KB3121461","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3123245","KB3123245","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3126033","KB3126033","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3126434","KB3126434","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3126587","KB3126587","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3127060","KB3127060","Update","NT AUTHORITY\SYSTEM","2/22/2018 12:00:00 AM"
"MEGATRON","KB3128650","KB3128650","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3133043","KB3133043","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3133690","KB3133690","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3134179","KB3134179","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3134812","KB3134812","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3134813","KB3134813","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3134815","KB3134815","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3137728","KB3137728","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3137923","KB3137923","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3138602","KB3138602","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3139164","KB3139164","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3139398","KB3139398","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3139914","KB3139914","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3140219","KB3140219","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3140234","KB3140234","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3145384","KB3145384","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3145432","KB3145432","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3146604","KB3146604","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3146723","KB3146723","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3146751","KB3146751","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3146978","KB3146978","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3147071","KB3147071","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3153704","KB3153704","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3155784","KB3155784","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3156059","KB3156059","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3159398","KB3159398","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3161949","KB3161949","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3161958","KB3161958","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3162343","KB3162343","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3169704","KB3169704","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3172614","KB3172614","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3172729","KB3172729","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3173424","KB3173424","Update","NT AUTHORITY\SYSTEM","5/20/2017 12:00:00 AM"
"MEGATRON","KB3175024","KB3175024","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3178539","KB3178539","Security Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB3179574","KB3179574","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB4014512","KB4014512","Update","NT AUTHORITY\SYSTEM","5/20/2017 12:00:00 AM"
"MEGATRON","KB4033428","KB4033428","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB4040974","KB4040974","Update","NT AUTHORITY\SYSTEM","2/23/2018 12:00:00 AM"
"MEGATRON","KB4093114","KB4093114","Security Update","NT AUTHORITY\SYSTEM","4/16/2018 12:00:00 AM"
