"ComputerName","Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSShowComputerName","PSComputerName","RunspaceId"
"WIN10-01","Registry","72","System","4",,"3/2/2021 12:38:58 AM","23:39:46.2166744","0.4375","00:00:00.4375000",,"0",,,"14090240","13.44 MB",,,,,,,,,,"0","76,472,476,480","4",,"0","0","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","smss","400","System","4",,"3/2/2021 12:38:59 AM","23:39:44.9412855","0.046875","00:00:00.0468750",,"0",,,"110592","108 KB",,,,,,,,,,"0","404,412","2",,"53","53","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","csrss","504",,"496",,"3/2/2021 12:39:00 AM","23:39:43.9392486","0.265625","00:00:00.2656250",,"0",,,"909312","888 KB",,,,,,,,,,"0","516,544,552,556,560,592,616,624,868","9",,"361","361","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","wininit","572",,"496",,"3/2/2021 12:39:00 AM","23:39:43.8708580","0.0625","00:00:00.0625000","[Listen] ::;49665 <--> ::;0 [03/01/2021 21:39:01]
[Listen] 0.0.0.0;49665 <--> 0.0.0.0;0 [03/01/2021 21:39:01]","2",,,"36864","36 KB",,,,,,,,,,"0","576","1",,"164","164","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","csrss","580",,"564",,"3/2/2021 12:39:00 AM","23:39:43.8601276","0.0625","00:00:00.0625000",,"0",,,"266240","260 KB",,,,,,,,,,"0","608,620,644,652,656,660,692,728,732,956","10",,"167","167","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","services","632","wininit","572",,"3/2/2021 12:39:00 AM","23:39:43.8160464","2.15625","00:00:02.1562500","[Listen] ::;49670 <--> ::;0 [03/01/2021 21:39:06]
[Listen] 0.0.0.0;49670 <--> 0.0.0.0;0 [03/01/2021 21:39:06]","2",,,"7069696","6.74 MB",,,,,,,,,,"0","760,880,1912,2844,2196,628","6",,"427","427","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","winlogon","664",,"564",,"3/2/2021 12:39:00 AM","23:39:43.7995232","0.03125","00:00:00.0312500",,"0","winlogon.exe","C:\Windows\system32\winlogon.exe","1257472","1.2 MB","A4D74C4A92007E3D6B893187F67DEA65C15A0A551E1F8956685D115A3F202958","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Windows Logon Application","winlogon.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll sechost.dll RPCRT4.dll combase.dll ucrtbase.dll advapi32.dll powrprof.dll UMPDC.dll profapi.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll IMM32.DLL winsta.dll SspiCli.dll USERENV.dll profext.dll ntmarta.dll Bcrypt.dll bcryptprimitives.dll firewallapi.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll uxinit.dll shcore.dll dwmapi.dll UxTheme.dll CRYPT32.dll DPAPI.dll CRYPTBASE.dll dwminit.dll apphelp.dll","40","668,968","2","7064","211","211","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","lsass","680","wininit","572","KeyIso [Manual Start By LocalSystem]
","3/2/2021 12:39:00 AM","23:39:43.7897775","3.421875","00:00:03.4218750","[Listen] ::;49668 <--> ::;0 [03/01/2021 21:39:06]
[Listen] ::;49664 <--> ::;0 [03/01/2021 21:39:01]
[Listen] 0.0.0.0;49668 <--> 0.0.0.0;0 [03/01/2021 21:39:06]
[Listen] 0.0.0.0;49664 <--> 0.0.0.0;0 [03/01/2021 21:39:01]","4","C:\Windows\system32\lsass.exe","C:\Windows\system32\lsass.exe","10731520","10.23 MB","56E91451FEAD9946ACA8E2F0AAE99FDEA302FD90F0708F68013BDDEDAB580F3B","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Local Security Authority Process","lsass.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll RPCRT4.dll lsasrv.dll ucrtbase.dll SspiCli.dll WS2_32.dll sechost.dll WLDAP32.dll MSASN1.dll samsrv.dll bcrypt.dll CRYPT32.dll ncrypt.dll NTASN1.dll Wldp.dll msvcrt.dll advapi32.dll bcryptprimitives.dll msprivs.DLL netprovfw.dll JOINUTIL.DLL negoexts.DLL CRYPTBASE.dll CRYPTSP.dll kerberos.DLL msvcp_win.dll KerbClientShared.dll cryptdll.dll mswsock.dll msv1_0.DLL NtlmShared.dll netlogon.DLL gmsaclient.dll DNSAPI.dll netutils.dll logoncli.dll powrprof.dll USERENV.dll IPHLPAPI.DLL NSI.dll UMPDC.dll tspkg.DLL pku2u.DLL cloudAP.DLL profapi.dll aadcloudap.dll combase.dll wkscli.dll msvcp110_win.dll MicrosoftAccountCloudAP.dll DPAPI.DLL rsaenh.dll wdigest.DLL schannel.DLL efslsaext.dll shcore.dll dpapisrv.dll SspiSrv.dll winsta.dll KDCPW.DLL scecli.DLL secur32.dll AUTHZ.dll gpapi.dll wevtapi.dll keyiso.dll NCRYPTPROV.DLL ngcpopkeysrv.dll OLEAUT32.dll cfgmgr32.dll DEVOBJ.dll PCPKsp.dll ntmarta.dll tbs.dll imagehlp.dll ncryptsslp.dll dssenh.dll mskeyprotect.dll rasadhlp.dll fwpuclnt.dll winbrand.dll DSPARSE.dll ntdsapi.dll certpoleng.dll","87","708,712,716,740,2340,1072,52","7","7312","1082","1082","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","788","services","632","BrokerInfrastructure [Auto Start By LocalSystem]
","3/2/2021 12:39:01 AM","23:39:43.6303518","0.828125","00:00:00.8281250",,"0","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\system32\svchost.exe","9089024","8.67 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll umpnpmgr.dll msvcrt.dll WLDP.DLL advapi32.dll umpo.dll UMPDC.dll slc.dll sppc.dll umpoext.dll cfgmgr32.dll combase.dll shcore.dll powrprof.dll tdh.dll msvcp_win.dll dxgi.dll win32u.dll gdi32.dll gdi32full.dll USER32.dll gpapi.dll HID.DLL windows.storage.dll shlwapi.dll rpcss.dll bcryptPrimitives.dll SspiCli.dll psmsrv.dll kernel.appcore.dll psmserviceexthost.dll RMCLIENT.dll IPHLPAPI.DLL wer.dll bisrv.dll OLEAUT32.dll ResourcePolicyClient.dll EventAggregation.dll ntmarta.dll lsm.dll dwmapi.dll WS2_32.dll mswsock.dll wshhyperv.dll SYSNTFY.dll clbcatq.dll embeddedmodesvcapi.dll bcrypt.dll Userenv.dll DEVOBJ.dll resourcepolicyserver.dll CRYPT32.dll CRYPTSP.dll systemeventsbrokerserver.dll BrokerLib.dll DAB.dll lsmproxy.dll usermgrcli.dll CRYPTBASE.DLL bi.dll rsaenh.dll profapi.dll WINNSI.DLL NSI.dll","70","792,872,888,924,952,456,564,4044,3500,1784","10","7636","683","683","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","fontdrvhost","796","winlogon","664",,"3/2/2021 12:39:01 AM","23:39:43.5879268","0.015625","00:00:00.0156250",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","212992","208 KB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","800,820,824,828,832","5","8008","39","39","Font Driver Host\UMFD-1","S-1-5-96-0-1","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","fontdrvhost","804","wininit","572",,"3/2/2021 12:39:01 AM","23:39:43.5828877","0.03125","00:00:00.0312500",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","368640","360 KB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","808,840,844,848,852","5","8304","39","39","Font Driver Host\UMFD-0","S-1-5-96-0-0","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","892","services","632","RpcEptMapper [Auto Start By NT AUTHORITY\NetworkService]
","3/2/2021 12:39:01 AM","23:39:43.3828574","6.515625","00:00:06.5156250","[Listen] ::;135 <--> ::;0 [03/01/2021 21:39:01]
[Listen] 0.0.0.0;135 <--> 0.0.0.0;0 [03/01/2021 21:39:01]","2","C:\Windows\system32\svchost.exe -k RPCSS -p","C:\Windows\system32\svchost.exe","5976064","5.7 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll rpcepmap.dll WLDP.DLL msvcrt.dll advapi32.dll sspicli.dll RpcRtRemote.dll bcryptPrimitives.dll WS2_32.dll FirewallAPI.dll combase.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll rpcss.dll mswsock.dll powrprof.dll UMPDC.dll wshhyperv.dll clbcatq.dll fwpuclnt.dll bcrypt.dll kernel.appcore.dll wtsapi32.dll WINSTA.dll OLEAUT32.dll msvcp_win.dll","34","896,916,932,3676,1332,1564,3260,96,1152,928","10","8596","670","670","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","dwm","976","winlogon","664",,"3/2/2021 12:39:01 AM","23:39:43.2517973","0.171875","00:00:00.1718750",,"0","""dwm.exe""","C:\Windows\system32\dwm.exe","2031616","1.94 MB","18B84DF6110F4A23660A256E558BCE4F5FC0D47678E4D1F9F8188DD490E5B293","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Desktop Window Manager","dwm.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll apphelp.dll ucrtbase.dll advapi32.dll msvcrt.dll sechost.dll RPCRT4.dll gdi32.dll win32u.dll gdi32full.dll msvcp_win.dll USER32.dll combase.dll dwmredir.dll udwm.dll cfgmgr32.dll dxgi.dll CoreMessaging.dll WS2_32.dll CoreUIComponents.dll SHCORE.dll dwmcore.dll dcomp.dll ntmarta.dll kernel.appcore.dll wintypes.dll bcryptPrimitives.dll powrprof.dll d2d1.dll d3d11.dll D3DCOMPILER_47.dll CRYPTSP.dll IMM32.DLL UMPDC.dll XmlLite.dll uxtheme.dll dwmghost.dll dwmapi.dll avrt.dll ism.dll WINTRUST.dll CRYPT32.dll bcrypt.dll OLEAUT32.dll PROPSYS.dll HID.DLL NInput.dll MSASN1.dll clbcatq.dll windowmanagementapi.dll twinapi.appcore.dll rsaenh.dll CRYPTBASE.dll imagehlp.dll gpapi.dll gameinput.dll Windows.Gaming.Input.dll WindowsCodecs.dll UIAnimation.dll DispBroker.Desktop.dll mscms.dll USERENV.dll ColorAdapterClient.dll OneCoreUAPCommonProxyStub.dll ActXPrxy.dll DispBroker.dll Windows.Graphics.dll wtsapi32.dll WINSTA.dll D3D10Warp.dll dxcore.dll Cabinet.dll wuceffects.dll","76","980,996,1012,1188,1192,1196,1200,1208,1216,1220,1268,1280,1472,1488,1520","15","8968","682","682","Window Manager\DWM-1","S-1-5-90-0-1","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","LogonUI","984","winlogon","664",,"3/2/2021 12:39:01 AM","23:39:43.2372233","0.28125","00:00:00.2812500",,"0","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd3855 /state1:0x41c64e6d","C:\Windows\system32\LogonUI.exe","42102784","40.15 MB","CF01E46C146699F6C0E3DD447043F59BC9438DBBCB9563AF6C60EBC6D82727F2","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Windows Logon User Interface Host","LogonUI.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll ucrtbase.dll RPCRT4.dll kernel.appcore.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll IMM32.DLL uxtheme.dll clbcatq.dll logoncontroller.dll SHCORE.dll SHLWAPI.dll UMPDC.dll dxgi.dll sechost.dll powrprof.dll USERENV.dll cfgmgr32.dll SLC.dll sppc.dll advapi32.dll dwmapi.dll dsreg.dll msvcp110_win.dll cryptsp.dll OLEAUT32.dll CRYPT32.dll MSCTF.dll wtsapi32.dll WINSTA.dll Windows.UI.Logon.dll wincorlib.DLL Bcp47Langs.dll Windows.UI.XamlHost.dll MrmCoreR.dll Windows.UI.dll WindowManagementAPI.dll wintypes.dll twinapi.appcore.dll CoreMessaging.dll WS2_32.dll TextInputFramework.dll CoreUIComponents.dll ntmarta.dll InputHost.dll PROPSYS.dll languageoverlayutil.dll bcp47mrm.dll Windows.UI.Xaml.dll dcomp.dll iertutil.dll Windows.UI.Immersive.dll profapi.dll urlmon.dll dwrite.dll Windows.Globalization.dll d3d11.dll d3d10warp.dll dxcore.dll d2d1.dll CredProvDataModel.dll Windows.UI.Xaml.Controls.dll credprovhost.dll SspiCli.dll netutils.dll samcli.dll SHELL32.dll NetworkIcon.dll IPHLPAPI.DLL NetworkUXBroker.dll windows.storage.dll Wldp.dll credprovs.dll credprovslegacy.dll EthernetMediaManager.dll WINHTTP.dll NSI.dll netprofm.dll FaceCredentialProvider.dll SmartcardCredentialProvider.dll TextShaping.dll OneCoreUAPCommonProxyStub.dll Windows.Devices.Enumeration.dll StructuredQuery.dll directmanipulation.dll BioCredProv.dll ngckeyenum.dll ncrypt.dll NTASN1.dll MSWB7.dll cxcredprov.dll ngccredprov.dll wlidcredprov.dll rasplap.dll rtutils.dll CredProv2faHelper.dll Windows.ApplicationModel.dll CredProvHelper.dll shacct.dll DevDispItemProvider.dll Windows.Media.dll SAMLIB.dll npmproxy.dll bcrypt.dll Windows.Graphics.dll windowscodecs.dll wuceffects.dll PhotoMetadataHandler.dll threadpoolwinrt.dll IDStore.dll OneCoreCommonProxyStub.dll policymanager.dll winbio.dll WinSCard.dll DEVOBJ.dll wkscli.dll","125","988,1016,1164,1620,3120,3136,3140,3148,3184,3244,3264,3268","12","9424","621","621","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","752","services","632","CoreMessagingRegistrar [Auto Start By NT AUTHORITY\LocalService]
","3/2/2021 12:39:01 AM","23:39:43.0387618","1.046875","00:00:01.0468750",,"0","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","C:\Windows\system32\svchost.exe","11554816","11.02 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll coremessaging.dll WS2_32.dll WLDP.DLL advapi32.dll dps.dll clbcatq.dll taskschd.dll OLEAUT32.dll gpapi.dll wdi.dll diagperf.dll srumsvc.dll IPHLPAPI.DLL ESENT.dll CRYPTBASE.DLL eeprov.dll shcore.dll DEVOBJ.dll cfgmgr32.dll powrprof.dll UMPDC.dll vfuprov.dll wtsapi32.dll nduprov.dll SspiCli.dll wlanapi.dll wwapi.dll profapi.dll wpnsruprov.dll appsruprov.dll ncuprov.dll NSI.dll WINNSI.DLL energyprov.dll windows.storage.dll shlwapi.dll srumapi.dll ole32.dll netprofm.dll npmproxy.dll dhcpcsvc.DLL WINSTA.dll radardt.dll ENERGY.dll tdh.dll","61","464,1108,2400,2432,2444,2512,2856,2860,2900,4016,3940,2924,1660,3436","14","9828","358","358","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","784","services","632","TermService [Manual Start By NT Authority\NetworkService]
","3/2/2021 12:39:01 AM","23:39:43.0367635","0.328125","00:00:00.3281250","[Listen] ::;3389 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;3389 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\System32\svchost.exe -k NetworkService","C:\Windows\System32\svchost.exe","4022272","3.84 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll termsrv.dll WS2_32.dll cfgmgr32.dll UMPDC.dll WLDP.DLL advapi32.dll clbcatq.dll lsmproxy.dll rmclient.dll sspicli.dll REGAPI.dll rdpcorets.dll OLEAUT32.dll shcore.dll CRYPT32.dll IPHLPAPI.DLL rfxvmt.dll RDPBASE.dll bcrypt.dll RDPSERVERBASE.dll ntmarta.dll USERENV.dll d3d11.dll dxgi.dll tlscsp.dll CRYPTBASE.dll AUTHZ.dll CRYPTSP.dll ncrypt.dll websocket.dll DPAPI.DLL NTASN1.dll umb.dll PROPSYS.dll SETUPAPI.dll DEVOBJ.dll WINTRUST.dll MSASN1.dll mswsock.dll vmbuspipe.dll winsta.dll","57","484,1100,1272,1296,1328,1336,1368,1400,1424,1444,1448,1464,1468,1480,1492,1496,1500,1504,1508,1524,1528,1532,1536,3320,2372,272,3128","27","10268","531","531","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","696","services","632","BITS [Auto Start By LocalSystem]
","3/2/2021 12:39:01 AM","23:39:43.0346830","27.96875","00:00:27.9687500","[Listen] ::;49667 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;49667 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","44892160","42.81 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll gpsvc.dll SYSNTFY.dll UMPDC.dll nlaapi.dll IPHLPAPI.DLL WLDP.DLL advapi32.dll DSROLE.dll devicesetupmanager.dll cfgmgr32.dll powrprof.dll USERENV.dll ntmarta.dll OLEAUT32.dll clbcatq.dll netprofm.dll SspiCli.dll rmclient.dll schedsvc.dll UBPM.dll EventAggregation.dll AUTHZ.dll WMICLNT.dll bcrypt.dll taskcomp.dll cryptsp.dll CSystemEventsBrokerClient.dll profsvc.dll profapi.dll profsvcext.dll WLDAP32.dll logoncli.dll netutils.dll wkscli.dll gpapi.dll usermgr.dll SHCORE.dll CRYPT32.dll wintypes.dll AppXDeploymentClient.dll TimeBrokerClient.dll WPTaskScheduler.dll netjoin.dll JoinUtil.dll WS2_32.dll mswsock.dll wtsapi32.dll WINSTA.dll DABAPI.dll sessenv.dll DismApi.DLL OLE32.dll samcli.dll SCECLI.dll VERSION.dll srvsvc.dll RdvVmTransport.dll vmbuspipe.dll DEVOBJ.dll MSASN1.dll rsaenh.dll DPAPI.dll CRYPTBASE.dll ncrypt.dll NTASN1.dll NTDSAPI.dll XmlLite.dll SSCORE.DLL sscoreext.dll mi.dll miutils.dll wmidcom.dll FirewallAPI.DLL DNSAPI.dll NSI.dll fwbase.dll RESUTILS.DLL CLUSAPI.dll rasadhlp.dll fwpuclnt.dll browser.dll ikeext.dll dhcpcsvc6.DLL dhcpcsvc.DLL WINNSI.DLL wmisvc.dll wbemcomn.dll themeservice.dll wevtapi.dll iphlpsvc.dll NetSetupApi.dll httpprxm.dll adhsvc.dll httpprxc.dll sens.dll npmproxy.dll FWPolicyIOMgr.dll WINHTTP.dll DevPropMgr.dll PROPSYS.dll DeviceDriverRetrievalClient.dll SETUPAPI.dll newdev.dll DEVRTL.dll DeviceSoftwareInstallationClient.dll drvstore.dll wbemprox.dll WINTRUST.dll DeviceMetadataRetrievalClient.dll SHLWAPI.DLL Cabinet.dll wer.dll vssapi.dll VssTrace.DLL SAMLIB.dll wbemcore.dll FastProx.dll esscli.dll wbemsvc.dll shsvcs.dll wmiutils.dll repdrvfs.dll amsi.dll MpOav.dll wmiprvsd.dll NCObjAPI.DLL wbemess.dll FVEAPI.dll ProximityService.dll ProximityCommon.dll ProximityCommonPal.dll ProximityServicePAL.dll wpnservice.dll wpncore.dll winsqlite3.dll urlmon.dll iertutil.dll RasApi32.dll rasman.dll HID.DLL windows.storage.dll SHELL32.dll policymanager.dll msvcp110_win.dll ncryptprov.dll ESENT.dll srvcli.dll UpdatePolicy.dll webio.dll usermgrcli.dll DSPARSE.dll kerberos.DLL cryptdll.dll qmgr.dll bitsperf.dll bitsigd.dll upnp.dll SSDPAPI.dll ncprov.dll sxs.dll msv1_0.DLL NtlmShared.dll resourcepolicyclient.dll BitsProxy.dll Secur32.dll Comctl32.dll cscapi.dll profext.dll usosvc.dll apphelp.dll OneCoreUAPCommonProxyStub.dll tokenbroker.dll TOKENBINDING.dll twinapi.appcore.dll Windows.ApplicationModel.dll Windows.Networking.Connectivity.dll Windows.Web.dll dusmapi.dll SPINF.dll msxml6.dll usocoreps.dll usoapi.dll taskschd.dll WaaSAssessment.dll FlightSettings.dll wosc.dll configmanager2.dll DMCmnUtils.dll dmiso8601utils.dll enterpriseresourcemanager.dll DMOleAutUtils.dll dmEnrollEngine.DLL Windows.Security.Authentication.OnlineId.dll ACTIVEDS.dll adsldpc.dll adsldp.dll Windows.CloudStore.dll IDStore.dll shacctprofile.dll","215","748,1096,1160,1240,1244,1260,1324,1388,1456,1680,1684,1688,1692,1768,1852,1860,1940,1944,1992,1996,1320,1104,2044,2060,2204,2212,2228,2564,2764,2492,124,2936,2624,3104,3612,3564,3568,3560,3788,772,8,1052,2780,3740,4092,3016,2744,3272,2980,2872,4020,160,1552,920,2392,3544,2684,1956,4000,1184,508,3448,1776","63","10908","1773","1773","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
"WIN10-01","svchost","884","services","632","Dhcp [Auto Start By NT Authority\LocalService]
","3/2/2021 12:39:01 AM","23:39:43.0071694","2.046875","00:00:02.0468750","[Listen] ::;49666 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;49666 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","10997760","10.49 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll lmhsvc.dll WS2_32.dll WLDP.DLL advapi32.dll timebrokerserver.dll powrprof.dll BrokerLib.dll UMPDC.dll dhcpcore.dll rmclient.dll firewallapi.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll wevtsvc.dll shcore.dll bcrypt.dll USERENV.dll sspicli.dll mswsock.dll dhcpcore6.dll WINNSI.DLL gpapi.dll policymanager.dll msvcp110_win.dll OLEAUT32.dll dhcpcsvc6.DLL dhcpcsvc.DLL CRYPTBASE.dll icsvc.dll vmbuspipe.dll cfgmgr32.dll ntmarta.dll DEVOBJ.dll winhttp.dll rasadhlp.dll bi.dll fwpuclnt.dll","55","904,1088,1112,1228,1264,1300,1304,1308,1312,1796,1832,3116,2532,3176,1604,360","16","12132","575","575","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","6d28ae4e-4ca6-4056-b155-3407ac13a383"
