"PSComputerName","InstallDate","Status","Description","Service","DeviceID","HardwareID","Manufacturer"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\49","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4A","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4B","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4C","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4D","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4E","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\4F","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\50","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\51","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\52","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\53","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\54","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\55","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\56","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\57","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\58","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\59","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5A","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5B","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5C","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5D","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5E","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","Generic Bus",,"ACPI\PNP0A05\5F","ACPI\VEN_PNP&DEV_0A05; ACPI\PNP0A05; *PNP0A05","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&A8","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&A9","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AA","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AB","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AC","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AD","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AE","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&AF","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B0","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B1","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B2","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B3","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B4","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B5","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B6","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B7","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B8","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&B9","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BA","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BB","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BC","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BD","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BE","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&BF","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C0","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C1","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C2","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C3","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C4","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C5","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C6","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","PCI Express standard Root Port","pci","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01\3&18D45AA6&0&C7","PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD&REV_01; PCI\VEN_15AD&DEV_07A0&SUBSYS_07A015AD; PCI\VEN_15AD&DEV_07A0&CC_060400; PCI\VEN_15AD&DEV_07A0&CC_0604","(Standard system devices)"
"2012DATA-DC1",,"OK","Local Print Queue",,"SWD\PRINTENUM\PRINTQUEUES","PRINTENUM\LocalPrintQueue","Microsoft"
