"PSComputerName","Name","Vendor","Version","InstallDate","InstallDate2","InstallLocation","InstallSource","PackageName","PackageCache","RegOwner","HelpLink","HelpTelephone","URLInfoAbout","URLUpdateInfo","Language","Description","IdentifyingNumber"
"MEGATRON","Microsoft Office Publisher MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20180222",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-0019-0409-0000-0000000FF1CE}-C\","PublisherMUI.msi","C:\Windows\Installer\9713d3.msi",,,,,,"1033","Microsoft Office Publisher MUI (English) 2007","{90120000-0019-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Outlook MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20180222",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-001A-0409-0000-0000000FF1CE}-C\","OutlookMUI.msi","C:\Windows\Installer\97136e.msi",,,,,,"1033","Microsoft Office Outlook MUI (English) 2007","{90120000-001A-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Office 64-bit Components 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-0030-0000-0000-0000000FF1CE}-C\","Office64WW.msi","C:\Windows\Installer\971401.msi",,,,,,"0","Microsoft Office Office 64-bit Components 2007","{90120000-002A-0000-1000-0000000FF1CE}"
"MEGATRON","Microsoft Office Shared 64-bit MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-0116-0409-1000-0000000FF1CE}-C\","Office64MUI.msi","C:\Windows\Installer\97139b.msi",,,,,,"1033","Microsoft Office Shared 64-bit MUI (English) 2007","{90120000-002A-0409-1000-0000000FF1CE}"
"MEGATRON","Microsoft Office Groove MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-0114-0409-0000-0000000FF1CE}-C\Groove.en-us\","GrooveMUI.msi","C:\Windows\Installer\971380.msi",,,,,,"1033","Microsoft Office Groove MUI (English) 2007","{90120000-00BA-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Word MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20180222",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-001B-0409-0000-0000000FF1CE}-C\","WordMUI.msi","C:\Windows\Installer\9713dc.msi",,,,,,"1033","Microsoft Office Word MUI (English) 2007","{90120000-001B-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Proofing (English) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-002C-0409-0000-0000000FF1CE}-C\","Proofing.msi","C:\Windows\Installer\9713ca.msi",,,,,,"1033","Microsoft Office Proofing (English) 2007","{90120000-002C-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Shared MUI (English) 2007","Microsoft Corporation","12.0.4518.1014","20180222",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-0115-0409-0000-0000000FF1CE}-C\","OfficeMUI.msi","C:\Windows\Installer\971353.msi",,,,,,"1033","Microsoft Office Shared MUI (English) 2007","{90120000-006E-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Proof (English) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-002C-0409-0000-0000000FF1CE}-C\Proof.en\","Proof.msi","C:\Windows\Installer\9713c1.msi",,,,,,"1033","Microsoft Office Proof (English) 2007","{90120000-001F-0409-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Proof (Spanish) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-002C-0409-0000-0000000FF1CE}-C\Proof.es\","Proof.msi","C:\Windows\Installer\9713ad.msi",,,,,,"3082","Microsoft Office Proof (Spanish) 2007","{90120000-001F-0C0A-0000-0000000FF1CE}"
"MEGATRON","Microsoft Office Proof (French) 2007","Microsoft Corporation","12.0.4518.1014","20170721",,"C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90120000-002C-0409-0000-0000000FF1CE}-C\Proof.fr\","Proof.msi","C:\Windows\Installer\9713b7.msi",,,,,,"1036","Microsoft Office Proof (French) 2007","{90120000-001F-040C-0000-0000000FF1CE}"
"MEGATRON","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148","Microsoft Corporation","9.0.30729.4148","20150425",,,"m:\b297a27bf0df3711cefd4f\","vc_red.msi","C:\Windows\Installer\34284e.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148","{4B6C7001-C7D6-3710-913E-5BC23FCE91E6}"
"MEGATRON","FEP2010 Security MP","Microsoft","2.0.0657.0","20150320",,,"D:\FEP Management packs\","fep2010 security mp.msi","C:\Windows\Installer\ce8d944.msi",,,,,,"1033","FEP2010 Security MP","{41D88151-B141-4751-989A-0423ACA8F4AD}"
"MEGATRON","Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","Microsoft Corporation","10.0.40219","20180222",,,"m:\3fc4eae5c6e76ffe27daeaaa65ae655d\","vc_red.msi","C:\Windows\Installer\1a6b932.msi",,"http://go.microsoft.com/fwlink/?LinkId=146008",,,,"0","Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","{1D8E6291-B0D5-35EC-8441-6616F567A0F7}"
"MEGATRON","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005","Microsoft Corporation","12.0.21005","20160415",,,"C:\ProgramData\Package Cache\{929FBD26-9020-399B-9A7A-751D61F0B942}v12.0.21005\packages\vcRuntimeAdditional_amd64\","vc_runtimeAdditional_x64.msi","C:\Windows\Installer\6dc1d.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005","{929FBD26-9020-399B-9A7A-751D61F0B942}"
"MEGATRON","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","Microsoft Corporation","9.0.30729.6161","20180222",,,"e:\b7422e629083e52129bba6126606e7d5\","vc_red.msi","C:\Windows\Installer\dafdf00.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}"
"MEGATRON","Adobe Refresh Manager","Adobe Systems Incorporated","1.8.0","20180311",,"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\","C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\Cache\","Arm_001824265200_6065600319071479623216492031856783015.msi","C:\Windows\Installer\43e62a4c.msi","Windows User","http://www.adobe.com/support/main.html",,"http://www.adobe.com","http://www.adobe.com/products/acrobat/readstep.html","1033","Adobe Refresh Manager","{AC76BA86-0804-1033-1959-001824265200}"
"MEGATRON","Adobe Acrobat Reader DC","Adobe Systems Incorporated","18.011.20038","20180311",,"C:\Program Files (x86)\Adobe\Acrobat Reader DC\","C:\ProgramData\Adobe\Setup\{AC76BA86-7AD7-1033-7B44-AC0F074E4100}\","AcroRead.msi","C:\Windows\Installer\134fa81.msi","Windows User","http://www.adobe.com/support/main.html",,"http://www.adobe.com","http://helpx.adobe.com/reader.html","1033","Adobe Acrobat Reader DC","{AC76BA86-7AD7-1033-7B44-AC0F074E4100}"
"MEGATRON","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","Microsoft Corporation","9.0.30729.6161","20180222",,,"e:\82c859c229391839d572da\","vc_red.msi","C:\Windows\Installer\dafdf0a.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","{9BE518E6-ECC6-35A9-88E4-87755C07200F}"
"MEGATRON","Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005","Microsoft Corporation","12.0.21005","20160415",,,"C:\ProgramData\Package Cache\{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}v12.0.21005\packages\vcRuntimeMinimum_amd64\","vc_runtimeMinimum_x64.msi","C:\Windows\Installer\6dc13.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005","{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}"
"MEGATRON","Intel? RealSense? SDK 2014 Runtime  (x64): Core","Intel Corporation","3.1.0.25181","20160415",,"C:\Program Files\Common Files\Intel\RSSDK\v3\","C:\Program Files (x86)\McAfee\Temp\qxzF4F1\","intel_rs_sdk_runtime_intel64_core.msi","C:\Windows\Installer\6dc3b.msi",,,,,,"1033","Intel? RealSense? SDK 2014 Runtime  (x64): Core","{37D41A97-6B02-4C30-8753-85107BE1D674}"
"MEGATRON","Microsoft Virtual Machine Converter","Microsoft Corporation","3.1.0.0","20180114",,,"S:\VMs\_Microsoft Virtual Machine Converter 3.0\","mvmc_setup.msi","C:\Windows\Installer\3b6e0be8.msi",,,,,,"1033","Microsoft Virtual Machine Converter","{332C1E78-1D2F-4A64-B718-68095DC6254B}"
"MEGATRON","Google Update Helper","Google Inc.","1.3.21.115","20150317",,,"C:\Program Files (x86)\Google\Update\1.3.21.115\","GoogleUpdateHelper.msi","C:\Windows\Installer\12f4934.msi",,,,,,"1033","Google Update Helper","{A92DAB39-4E2C-4304-9AB6-BC44E68B55E2}"
"MEGATRON","Synergy (64-bit)","Symless Ltd","1.8.7","20170221",,,"C:\Users\Dan\Desktop\Synergy v1.8.7 - Digital KVM Software ($29 Purchase)\","synergy-v1.8.7-stable-9799e96-Windows-x64.msi","C:\Windows\Installer\4e73590.msi",,,,,,"1033","Synergy (64-bit)","{A6F7C769-DBEC-45A5-AE08-3452895C9C08}"
"MEGATRON","7-Zip 9.20 (x64 edition)","Igor Pavlov","9.20.00.0","20150308",,,"C:\Users\Dan\Desktop\","7-Zip v9.20 (x64).msi","C:\Windows\Installer\5dd4a.msi",,"http://www.7-zip.org/support.html",,"http://www.7-zip.org/","http://www.7-zip.org/download.html","1033","7-Zip 9.20 (x64 edition)","{23170F69-40C1-2702-0920-000001000000}"
"MEGATRON","Google Update Helper","Google Inc.","1.3.33.7","20180222",,,"C:\Program Files (x86)\Google\Update\1.3.33.7\","GoogleUpdateHelper.msi","C:\Windows\Installer\d5e6353.msi",,,,,,"1033","Google Update Helper","{60EC980A-BDA2-4CB6-A427-B07A5498B4CA}"
"MEGATRON","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148","Microsoft Corporation","9.0.30729.4148","20150425",,,"m:\686de2223b8914b06b\","vc_red.msi","C:\Windows\Installer\342844.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148","{1F1C2DFC-2D24-3E06-BCB8-725134ADF989}"
"MEGATRON","Bonjour","Apple Inc.","2.0.4.0","20150308",,"C:\Program Files (x86)\Bonjour\","C:\Users\Dan\AppData\Local\Temp\VSD3AEA.tmp\Bonjour_x64\","bonjour64.msi","C:\Windows\Installer\5dd54.msi",,"http://www.apple.com/support/","1-800-275-2273","http://www.apple.com","http://www.apple.com/","1033","Bonjour","{E4F5E48E-7155-4CF9-88CD-7F377EC9AC54}"
"PHOENIX","Office 15 Click-to-Run Extensibility Component","Microsoft Corporation","15.0.5153.1001","20190718",,,"C:\Program Files\Microsoft Office 15\root\Integration\","C2RInt.msi","C:\Windows\Installer\55b4833.msi",,,,,,"0","Office 15 Click-to-Run Extensibility Component","{90150000-008C-0000-1000-0000000FF1CE}"
"PHOENIX","Office 15 Click-to-Run Localization Component","Microsoft Corporation","15.0.5153.1001","20190718",,,"C:\Program Files\Microsoft Office 15\root\Integration\","C2RIntLoc.en-us.msi","C:\Windows\Installer\55b4773.msi",,,,,,"1033","Office 15 Click-to-Run Localization Component","{90150000-008C-0409-1000-0000000FF1CE}"
"PHOENIX","Office 15 Click-to-Run Licensing Component","Microsoft Corporation","15.0.5153.1001","20190718",,,"C:\Program Files\Microsoft Office 15\root\Integration\","SPPRedist.msi","C:\Windows\Installer\55b476a.msi",,,,,,"0","Office 15 Click-to-Run Licensing Component","{90150000-007E-0000-1000-0000000FF1CE}"
"PHOENIX","CCC Help Hungarian","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\hu\","ccc-help-hu.msi","C:\Windows\Installer\1da3236.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Hungarian","{B89357B0-C12E-F21E-7E8D-CA13BFED19C7}"
"PHOENIX","Epic Games Launcher","Epic Games, Inc.","1.1.183.0","20190326",,"C:\Program Files (x86)\Epic Games\","C:\Users\danny\Downloads\","EpicInstaller-9.7.0-fortnite (1).msi","C:\Windows\Installer\cade147.msi",,,,,,"1033","Epic Games Launcher","{A398FCC0-8E8B-409E-90E9-ACF4671633F2}"
"PHOENIX","Microsoft Games for Windows - LIVE Redistributable","Microsoft Corporation","3.5.92.0","20190415",,,"C:\Users\danny\Downloads\","xliveredist.msi","C:\Windows\Installer\25ea481.msi",,,,,,"1033","Microsoft Games for Windows - LIVE Redistributable","{832D9DE0-8AFC-4689-9819-4DBBDEBD3E4F}"
"PHOENIX","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148","Microsoft Corporation","9.0.30729.4148","20180111",,,"b:\6ec9f9ce99ff016d174003a6d767bf\","vc_red.msi","C:\Windows\Installer\1c6ad2d7.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.4148","{4B6C7001-C7D6-3710-913E-5BC23FCE91E6}"
"PHOENIX","Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","Microsoft Corporation","10.0.40219","20171227",,,"b:\a491229e58f0d912999c89b54b\VC_Red_x64\","vc_red.msi","C:\Windows\Installer\6827ecb.msi",,"http://go.microsoft.com/fwlink/?LinkId=146008",,,,"0","Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","{1D8E6291-B0D5-35EC-8441-6616F567A0F7}"
"PHOENIX","Microsoft SQL Server 2012 Express LocalDB ","Microsoft Corporation","11.1.3000.0","20180124",,,"C:\ProgramData\Package Cache\{6C026A91-640F-4A23-8B68-05D589CC6F18}v11.1.3000.0\","SqlLocaLDBx64.MSI","C:\Windows\Installer\4dc426.msi","daniel.komnick@outlook.com","http://go.microsoft.com/fwlink/?LinkId=230480",,,,"1033","Microsoft SQL Server 2012 Express LocalDB ","{6C026A91-640F-4A23-8B68-05D589CC6F18}"
"PHOENIX","Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","Microsoft Corporation","10.0.40219","20171227",,,"b:\a491229e58f0d912999c89b54b\VC_Red_x86\","vc_red.msi","C:\Windows\Installer\6827e98.msi",,"http://go.microsoft.com/fwlink/?LinkId=146008",,,,"0","Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","{F0C3E5D1-1ADE-321E-8167-68EF0DE699A5}"
"PHOENIX","Python 3.6.3 Tcl/Tk Support (64-bit)","Python Software Foundation","3.6.3150.0","20180228",,,"C:\ProgramData\Package Cache\{8FE3FFD1-2F7E-4EBB-A4B7-627E279DA70E}v3.6.3150.0\","tcltk.msi","C:\Windows\Installer\bae302b.msi",,,,,,"1033","Python 3.6.3 Tcl/Tk Support (64-bit)","{8FE3FFD1-2F7E-4EBB-A4B7-627E279DA70E}"
"PHOENIX","CCC Help Turkish","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\tr\","ccc-help-tr.msi","C:\Windows\Installer\1da3262.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Turkish","{EC43C902-EF4F-0BF6-FA5F-897D2E450858}"
"PHOENIX","Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.21005","Microsoft Corporation","12.0.21005","20171227",,,"C:\ProgramData\Package Cache\{13A4EE12-23EA-3371-91EE-EFB36DDFFF3E}v12.0.21005\packages\vcRuntimeMinimum_x86\","vc_runtimeMinimum_x86.msi","C:\Windows\Installer\4b42d7d.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.21005","{13A4EE12-23EA-3371-91EE-EFB36DDFFF3E}"
"PHOENIX","Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.21005","Microsoft Corporation","12.0.21005","20171227",,,"C:\ProgramData\Package Cache\{F8CFEB22-A2E7-3971-9EDA-4B11EDEFC185}v12.0.21005\packages\vcRuntimeAdditional_x86\","vc_runtimeAdditional_x86.msi","C:\Windows\Installer\4b42d83.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.21005","{F8CFEB22-A2E7-3971-9EDA-4B11EDEFC185}"
"PHOENIX","Python 3.6.3 Documentation (64-bit)","Python Software Foundation","3.6.3150.0","20180228",,,"C:\ProgramData\Package Cache\{404A8C42-6B82-4B32-AC7F-0583644A04F2}v3.6.3150.0\","doc.msi","C:\Windows\Installer\bae301f.msi",,,,,,"1033","Python 3.6.3 Documentation (64-bit)","{404A8C42-6B82-4B32-AC7F-0583644A04F2}"
"PHOENIX","Chrome Remote Desktop Host","Google Inc.","79.0.3945.10","20191112",,,"C:\Program Files (x86)\Google\Update\Install\{D3D62391-187B-474B-8DDC-3983C286C3FB}\","chromeremotedesktophost-79.0.3945.10.msi","C:\Windows\Installer\6c22acaf.msi",,,,,,"1033","Chrome Remote Desktop Host","{738276A2-92E7-4313-9E4D-D090F7DA98EC}"
"PHOENIX","AMD Accelerated Video Transcoding","Advanced Micro Devices, Inc.","13.30.100.40915","20171110",,"C:\Program Files\Common Files\ATI Technologies\Multimedia\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\AVT64\","AVT64.msi","C:\Windows\Installer\1da3284.msi","daniel.komnick@outlook.com",,,"http://www.AMD.com",,"1033","AMD Accelerated Video Transcoding","{F7CD07B2-565B-D770-0388-9C16A8FA5B1D}"
"PHOENIX","Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.50727","Microsoft Corporation","11.0.50727","20171110",,,"C:\ProgramData\Package Cache\{2F73A7B2-E50E-39A6-9ABC-EF89E4C62E36}v11.0.50727\packages\vcRuntimeMinimum_x86\","vc_runtimeMinimum_x86.msi","C:\Windows\Installer\1da2f28.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.50727","{2F73A7B2-E50E-39A6-9ABC-EF89E4C62E36}"
"PHOENIX","CCC Help Swedish","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\sv\","ccc-help-sv.msi","C:\Windows\Installer\1da325a.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Swedish","{877AB8B2-9D11-D640-7B11-730699E0C9A2}"
"PHOENIX","Logitech Gaming Software","Logitech Inc.","8.30.28","20171110",,,"C:\Users\DAN~1.KOM\AppData\Local\Temp\LGS-8.55.137\","Upgrade.msi","C:\Windows\Installer\6e53d.msi",,"http://www.logitech.com/support",,"www.logitech.com",,"1033","Logitech Gaming Software","{690285C2-2481-44FB-8402-162EA970A6DD}"
"PHOENIX","Catalyst Control Center - Branding","Advanced Micro Devices, Inc.","1.00.0000","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Branding\","Branding.msi","C:\Windows\Installer\1da3209.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","Catalyst Control Center - Branding","{25A3B953-1423-3F15-640E-B620DD0F419A}"
"PHOENIX","ActivClient CAC x64","ActivIdentity","6.2","20171211",,,"Z:\Software\_SORT      Network - Other\CAC\02 Active Client X64\","Install 1 02-ActivClient CAC x64 62050.msi","C:\Windows\Installer\342763.msi","daniel.komnick@outlook.com",,,"http://www.actividentity.com",,"1033","ActivClient CAC x64","{86E45973-5352-439F-A115-2E8EE4D40140}"
"PHOENIX","Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.50727","Microsoft Corporation","11.0.50727","20171110",,,"C:\ProgramData\Package Cache\{FDB30193-FDA0-3DAA-ACCA-A75EEFE53607}v11.0.50727\packages\vcRuntimeAdditional_x86\","vc_runtimeAdditional_x86.msi","C:\Windows\Installer\1da2f2c.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.50727","{FDB30193-FDA0-3DAA-ACCA-A75EEFE53607}"
"PHOENIX","Microsoft Visual C++ 2017 x86 Additional Runtime - 14.14.26429","Microsoft Corporation","14.14.26429","20180904",,,"C:\ProgramData\Package Cache\{6F0267F3-7467-350D-A8C8-33B72E3658D8}v14.14.26429\packages\vcRuntimeAdditional_x86\","vc_runtimeAdditional_x86.msi","C:\Windows\Installer\3ec2479b.msi",,"http://go.microsoft.com/fwlink/?LinkId=133405",,,,"1033","Microsoft Visual C++ 2017 x86 Additional Runtime - 14.14.26429","{6F0267F3-7467-350D-A8C8-33B72E3658D8}"
"PHOENIX","CCC Help Spanish","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\es\","ccc-help-es.msi","C:\Windows\Installer\1da322a.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Spanish","{5947D004-A315-F50D-D24F-4C9D5B8413A5}"
"PHOENIX","CCC Help Thai","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\th\","ccc-help-th.msi","C:\Windows\Installer\1da325e.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Thai","{ABAD2544-D794-E1B1-2763-55A9BB811D5A}"
"PHOENIX","CCC Help Japanese","Advanced Micro Devices, Inc.","2014.0915.1812.30937","20171110",,"C:\Program Files (x86)\ATI Technologies\","C:\AMD\AMD-Catalyst-14-9-win7-win8.1-64Bit-dd-ccc-whql\Packages\Apps\CCC2\Help\ja\","ccc-help-ja.msi","C:\Windows\Installer\1da323e.msi","daniel.komnick@outlook.com","http://support.amd.com","905-882-2600","http://www.amd.com",,"1033","CCC Help Japanese","{5565E164-9928-CEDD-5011-9EE073D797B9}"
