"PSComputerName","State","Name","ProcessID","Description","PathName","Started","StartMode","StartName"
"2012DATA-DC1","Running","Dnscache","1152","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k NetworkService","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","DPS","1272","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","DsmSvc","828","Enables the detection, download and installation of device-related software. If this service is disabled, devices may be configured with outdated software, and may not work correctly.","C:\Windows\system32\svchost.exe -k netsvcs","True","Manual","LocalSystem"
"2012DATA-DC1","Running","esensor","1692",,"""C:\Program Files\Endgame\esensor.exe"" --config ""C:\Program Files\Endgame\esensor.cfg""","True","Auto","LocalSystem"
"2012DATA-DC1","Running","EventLog","1020","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","EventSystem","1072","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","FontCache","1072","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","C:\Windows\system32\svchost.exe -k LocalService","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","gpsvc","828","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","IKEEXT","828","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","iphlpsvc","828","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.","C:\Windows\System32\svchost.exe -k NetSvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","IsmServ","1756","Enables messages to be exchanged between computers running Windows Server sites. If this service is stopped, messages will not be exchanged, nor will site routing information be calculated for other services.  If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\ismserv.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","Kdc","712","This service, running on domain controllers, enables users to log on to the network using the Kerberos authentication protocol. If this service is stopped, users will be unable to log on to the network. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\lsass.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","LanmanServer","828","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","LanmanWorkstation","1152","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkService","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","lmhosts","1020","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","LSM","884","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch","True","Auto","LocalSystem"
"2012DATA-DC1","Running","MpsSvc","1272","Windows Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork","True","Auto","NT Authority\LocalService"
"2012DATA-DC1","Running","MSDTC","3864","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\msdtc.exe","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","Netlogon","712","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\lsass.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","netprofm","1072","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.","C:\Windows\System32\svchost.exe -k LocalService","True","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","NlaSvc","1152","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkService","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","nsi","1072","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","True","Auto","NT Authority\LocalService"
"2012DATA-DC1","Running","NTDS","712","AD DS Domain Controller service. If this service is stopped, users will be unable to log on to the network. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\lsass.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","PlugPlay","884","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch","True","Manual","LocalSystem"
"2012DATA-DC1","Running","PolicyAgent","2380","Internet Protocol security (IPsec) supports network-level peer authentication, data origin authentication, data integrity, data confidentiality (encryption), and replay protection.  This service enforces IPsec policies created through the IP Security Policies snap-in or the command-line tool ""netsh ipsec"".  If you stop this service, you may experience network connectivity issues if your policy requires that connections use IPsec.  Also,remote management of Windows Firewall is not available when this service is stopped.","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted","True","Manual","NT Authority\NetworkService"
"2012DATA-DC1","Running","Power","884","Manages power policy and power policy notification delivery.","C:\Windows\system32\svchost.exe -k DcomLaunch","True","Auto","LocalSystem"
"2012DATA-DC1","Running","ProfSvc","828","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","RpcEptMapper","948","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","C:\Windows\system32\svchost.exe -k RPCSS","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","RpcSs","948","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","C:\Windows\system32\svchost.exe -k rpcss","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Running","SamSs","712","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","C:\Windows\system32\lsass.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","Schedule","828","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","SENS","828","Monitors system events and notifies subscribers to COM+ Event System of these events.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","SessionEnv","828","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates.","C:\Windows\System32\svchost.exe -k netsvcs","True","Manual","localSystem"
"2012DATA-DC1","Running","ShellHWDetection","828","Provides notifications for AutoPlay hardware events.","C:\Windows\System32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","Spooler","1568","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won?t be able to print or see your printers.","C:\Windows\System32\spoolsv.exe","True","Auto","LocalSystem"
"2012DATA-DC1","Running","TermService","2284","Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service.  To prevent remote use of this computer, clear the checkboxes on the Remote tab of the System properties control panel item.","C:\Windows\System32\svchost.exe -k termsvcs","True","Manual","NT Authority\NetworkService"
"2012DATA-DC1","Running","Themes","828","Provides user experience theme management.","C:\Windows\System32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"2012DATA-DC1","Running","TrustedInstaller","4024","Enables installation, modification, and removal of Windows updates and optional components. If this service is disabled, install or uninstall of Windows updates might fail for this computer.","C:\Windows\servicing\TrustedInstaller.exe","True","Manual","localSystem"
"2012DATA-DC1","Running","UALSVC","2400","This service logs unique client access requests, in the form of IP addresses and user names, of installed products and roles on the local server. This information can be queried, via Powershell, by administrators needing to quantify client demand of server software for offline Client Access License (CAL) management. If the service is disabled, client requests will not be logged and will not be retrievable via Powershell queries. Stopping the service will not affect query of historical data (see supporting documentation for steps to delete historical data). The local system administrator must consult his, or her, Windows Server license terms to determine the number of CALs that are required for the server software to be appropriately licensed; use of the UAL service and data does not alter this obligation.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","True","Auto","LocalSystem"
"2012DATA-DC1","Running","UmRdpService","2400","Allows the redirection of Printers/Drives/Ports for RDP connections","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","True","Manual","localSystem"
"2012DATA-DC1","Running","vds","2248","Provides management services for disks, volumes, file systems, and storage arrays.","C:\Windows\System32\vds.exe","True","Manual","LocalSystem"
"2012DATA-DC1","Running","VGAuthService","1804","Alias Manager and Ticket Service","""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""","True","Auto","LocalSystem"
"2012DATA-DC1","Running","VMTools","1852","Provides support for synchronizing objects between the host and guest operating systems.","""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""","True","Auto","LocalSystem"
"2012DATA-DC1","Running","VMware Physical Disk Helper Service","924","Enables support for running virtual machines from a physical disk partition","""C:\Program Files\VMware\VMware Tools\vmacthlp.exe""","True","Auto","LocalSystem"
"2012DATA-DC1","Running","VMwareCAFManagementAgentHost","4792","VMware Common Agent Management Agent Service","""C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe""","True","Auto","LocalSystem"
"2012DATA-DC1","Running","W32Time","1072","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","True","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Running","Winmgmt","828","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","localSystem"
"2012DATA-DC1","Running","WinRM","1152","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","C:\Windows\System32\svchost.exe -k NetworkService","True","Auto","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Stopped","AeLookupSvc","0","Processes application compatibility cache requests for applications as they are launched","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","localSystem"
"2012DATA-DC1","Stopped","ALG","0","Provides support for 3rd party protocol plug-ins for Internet Connection Sharing","C:\Windows\System32\alg.exe","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","AllUserInstallAgent","0","Install AppX Packages for all authorized users","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","AppIDSvc","0","Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT Authority\LocalService"
"2012DATA-DC1","Stopped","Appinfo","0","Facilitates the running of interactive applications with additional administrative privileges.  If this service is stopped, users will be unable to launch applications with the additional administrative privileges they may require to perform desired user tasks.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","AppMgmt","0","Processes installation, removal, and enumeration requests for software deployed through Group Policy. If the service is disabled, users will be unable to install, remove, or enumerate software deployed through Group Policy. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","AudioEndpointBuilder","0","Manages audio devices for the Windows Audio service.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","Audiosrv","0","Manages audio for Windows-based programs.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","BITS","0","Transfers files in the background using idle network bandwidth. If the service is disabled, then any applications that depend on BITS, such as Windows Update or MSN Explorer, will be unable to automatically download programs and other information.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","Browser","0","Maintains an updated list of computers on the network and supplies this list to computers designated as browsers. If this service is stopped, this list will not be updated or maintained. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k netsvcs","False","Disabled","LocalSystem"
"2012DATA-DC1","Stopped","defragsvc","0","Helps the computer run more efficiently by optimizing files on storage drives.","C:\Windows\system32\svchost.exe -k defragsvc","False","Manual","localSystem"
"2012DATA-DC1","Stopped","DeviceAssociationService","0","Enables pairing between the system and wired or wireless devices.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","DeviceInstall","0","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","dot3svc","0","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","localSystem"
"2012DATA-DC1","Stopped","DsRoleSvc","0","This service hosts the DS Role Server used for DC promotion, demotion, and cloning. If this service is disabled, these operations will fail.","C:\Windows\System32\lsass.exe","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","Eaphost","0","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"2012DATA-DC1","Stopped","EFS","0","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.","C:\Windows\System32\lsass.exe","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","fdPHost","0","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services ? Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","FDResPub","0","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","hidserv","0","Enables generic input access to Human Interface Devices (HID), which activates and maintains the use of predefined hot buttons on keyboards, remote controls, and other multimedia devices. If this service is stopped, hot buttons controlled by this service will no longer function. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","hkmsvc","0","Provides X.509 certificate and key management services for the Network Access Protection Agent (NAPAgent). Enforcement technologies that use X.509 certificates may not function properly without this service","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"2012DATA-DC1","Stopped","KdsSvc","0","This service is used to protect data through the Group Data Protection API. It is also used to support a number of system features including BitLocker on clustered volumes, Managed Service Accounts, and secure DNS. If this service is stopped, those features will no longer work.","C:\Windows\system32\lsass.exe","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","KeyIso","0","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","C:\Windows\system32\lsass.exe","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","KPSSVC","0","KDC Proxy Server service runs on edge servers to proxy Kerberos protocol messages to domain controllers on the corporate network.","C:\Windows\system32\svchost.exe -k KpsSvcGroup","False","Manual","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Stopped","KtmRm","0","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation","False","Manual","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Stopped","lltdsvc","0","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.","C:\Windows\System32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","MMCSS","0","Enables relative prioritization of work based on system-wide task priorities. This is intended mainly for multimedia applications.  If this service is stopped, individual tasks resort to their default priority.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","MSiSCSI","0","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","msiserver","0","Adds, modifies, and removes applications provided as a Windows Installer or APPX package (*.msi, *.msp, *.appx). If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\msiexec.exe /V","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","napagent","0","The Network Access Protection (NAP) agent service collects and manages health information for client computers on a network. Information collected by NAP agent is used to make sure that the client computer has the required software and settings. If a client computer is not compliant with health policy, it can be provided with restricted network access until its configuration is updated. Depending on the configuration of health policy, client computers might be automatically updated so that users quickly regain full network access without having to manually update their computer.","C:\Windows\System32\svchost.exe -k NetworkService","False","Manual","NT AUTHORITY\NetworkService"
"2012DATA-DC1","Stopped","NcaSvc","0","Provides DirectAccess status notification for UI components","C:\Windows\System32\svchost.exe -k NetSvcs","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","Netman","0","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","NetTcpPortSharing","0","Provides ability to share TCP ports over the net.tcp protocol.","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","False","Disabled","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","NtFrs","0","Synchronizes folders with file servers that use File Replication Service (FRS) instead of the newer DFS Replication technology.","C:\Windows\system32\ntfrs.exe","False","Disabled","LocalSystem"
"2012DATA-DC1","Stopped","PerfHost","0","Enables remote users and 64-bit processes to query performance counters provided by 32-bit DLLs. If this service is stopped, only local users and 32-bit processes will be able to query performance counters provided by 32-bit DLLs.","C:\Windows\SysWow64\perfhost.exe","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","pla","0","Performance Logs and Alerts Collects performance data from local or remote computers based on preconfigured schedule parameters, then writes the data to a log or triggers an alert. If this service is stopped, performance information will not be collected. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","False","Manual","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","PrintNotify","0","This service opens custom printer dialog boxes and handles notifications from a remote print server or a printer. If you turn off this service, you won?t be able to see printer extensions or notifications.","C:\Windows\system32\svchost.exe -k print","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","PSEXESVC","0",,"C:\Windows\PSEXESVC.exe","False","Manual","LocalSystem"
"2012DATA-DC1","Stopped","RasAuto","0","Creates a connection to a remote network whenever a program references a remote DNS or NetBIOS name or address.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"2012DATA-DC1","Stopped","RasMan","0","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"2012DATA-DC1","Stopped","RemoteAccess","0","Offers routing services to businesses in local area and wide area network environments.","C:\Windows\System32\svchost.exe -k netsvcs","False","Disabled","localSystem"
"2012DATA-DC1","Stopped","RemoteRegistry","0","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k localService","False","Auto","NT AUTHORITY\LocalService"
"2012DATA-DC1","Stopped","RpcLocator","0","In Windows 2003 and earlier versions of Windows, the Remote Procedure Call (RPC) Locator service manages the RPC name service database. In Windows Vista and later versions of Windows, this service does not provide any functionality and is present for application compatibility.","C:\Windows\system32\locator.exe","False","Manual","NT AUTHORITY\NetworkService"
