"PSComputerName","State","Name","ProcessID","Description","PathName","Started","StartMode","StartName"
"WIN81-01","Running","Power","592","Manages power policy and power policy notification delivery.","C:\Windows\system32\svchost.exe -k DcomLaunch","True","Auto","LocalSystem"
"WIN81-01","Running","ProfSvc","780","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"WIN81-01","Running","RpcEptMapper","636","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","C:\Windows\system32\svchost.exe -k RPCSS","True","Auto","NT AUTHORITY\NetworkService"
"WIN81-01","Running","RpcSs","636","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","C:\Windows\system32\svchost.exe -k rpcss","True","Auto","NT AUTHORITY\NetworkService"
"WIN81-01","Running","SamSs","532","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","C:\Windows\system32\lsass.exe","True","Auto","LocalSystem"
"WIN81-01","Running","Schedule","780","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"WIN81-01","Running","SENS","780","Monitors system events and notifies subscribers to COM+ Event System of these events.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"WIN81-01","Running","ShellHWDetection","780","Provides notifications for AutoPlay hardware events.","C:\Windows\System32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"WIN81-01","Running","Spooler","1176","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won?t be able to print or see your printers.","C:\Windows\System32\spoolsv.exe","True","Auto","LocalSystem"
"WIN81-01","Running","SSDPSRV","2400","Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","SysMain","896","Maintains and improves system performance over time.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","True","Auto","LocalSystem"
"WIN81-01","Running","SystemEventsBroker","592","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","C:\Windows\system32\svchost.exe -k DcomLaunch","True","Auto","LocalSystem"
"WIN81-01","Running","TabletInputService","896","Enables Touch Keyboard and Handwriting Panel pen and ink functionality","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","True","Auto","LocalSystem"
"WIN81-01","Running","Themes","780","Provides user experience theme management.","C:\Windows\System32\svchost.exe -k netsvcs","True","Auto","LocalSystem"
"WIN81-01","Running","TimeBroker","2400","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","TrkWks","896","Maintains links between NTFS files within a computer or across computers in a network.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","True","Auto","LocalSystem"
"WIN81-01","Running","TrustedInstaller","2648","Enables installation, modification, and removal of Windows updates and optional components. If this service is disabled, install or uninstall of Windows updates might fail for this computer.","C:\Windows\servicing\TrustedInstaller.exe","True","Manual","localSystem"
"WIN81-01","Running","VMTools","1424","Provides support for synchronizing objects between the host and guest operating systems.","""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""","True","Auto","LocalSystem"
"WIN81-01","Running","W32Time","808","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k LocalService","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","Wcmsvc","736","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","True","Auto","NT Authority\LocalService"
"WIN81-01","Running","wcncsvc","2400","WCNCSVC hosts the Windows Connect Now Configuration which is Microsoft's Implementation of Wi-Fi Protected Setup (WPS) protocol. This is used to configure Wireless LAN settings for an Access Point (AP) or a Wi-Fi Device. The service is started programmatically as needed.","C:\Windows\System32\svchost.exe -k LocalServiceAndNoImpersonation","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","WdiServiceHost","808","The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function.","C:\Windows\System32\svchost.exe -k LocalService","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","WdNisSvc","2328","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","""C:\Program Files\Windows Defender\NisSrv.exe""","True","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Running","WinDefend","1488","Helps protect users from malware and other potentially unwanted software","""C:\Program Files\Windows Defender\MsMpEng.exe""","True","Auto","LocalSystem"
"WIN81-01","Running","winmgmt","780","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","True","Auto","localSystem"
"WIN81-01","Running","WinRM","1052","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","C:\Windows\System32\svchost.exe -k NetworkService","True","Auto","NT AUTHORITY\NetworkService"
"WIN81-01","Running","wscsvc","736","The WSCSVC (Windows Security Center) service monitors and reports security health settings on the computer.  The health settings include firewall (on/off), antivirus (on/off/out of date), antispyware (on/off/out of date), Windows Update (automatically/manually download and install updates), User Account Control (on/off), and Internet settings (recommended/not recommended). The service provides COM APIs for independent software vendors to register and record the state of their products to the Security Center service.  The Action Center (AC) UI uses the service to provide systray alerts and a graphical view of the security health states in the AC control panel.  Network Access Protection (NAP) uses the service to report the security health states of clients to the NAP Network Policy Server to make network quarantine decisions.  The service also has a public API that allows external consumers to programmatically retrieve the aggregated security health state of the system.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","True","Auto","NT AUTHORITY\LocalService"
"WIN81-01","Running","WSearch","1936","Provides content indexing, property caching, and search results for files, e-mail, and other content.","C:\Windows\system32\SearchIndexer.exe /Embedding","True","Auto","LocalSystem"
"WIN81-01","Stopped","AeLookupSvc","0","Processes application compatibility cache requests for applications as they are launched","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","ALG","0","Provides support for 3rd party protocol plug-ins for Internet Connection Sharing","C:\Windows\System32\alg.exe","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","AppIDSvc","0","Determines and verifies the identity of an application. Disabling this service will prevent AppLocker from being enforced.","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT Authority\LocalService"
"WIN81-01","Stopped","Appinfo","0","Facilitates the running of interactive applications with additional administrative privileges.  If this service is stopped, users will be unable to launch applications with the additional administrative privileges they may require to perform desired user tasks.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","AppMgmt","0","Processes installation, removal, and enumeration requests for software deployed through Group Policy. If the service is disabled, users will be unable to install, remove, or enumerate software deployed through Group Policy. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","AppReadiness","0","Gets apps ready for use the first time a user signs in to this PC and when adding new apps.","C:\Windows\System32\svchost.exe -k AppReadiness","False","Manual","LocalSystem"
"WIN81-01","Stopped","AppXSvc","0","Provides infrastructure support for deploying Store applications. This service is started on demand and if disabled Store applications will not be deployed to the system, and may not function properly.","C:\Windows\system32\svchost.exe -k wsappx","False","Manual","LocalSystem"
"WIN81-01","Stopped","AxInstSV","0","Provides User Account Control validation for the installation of ActiveX controls from the Internet and enables management of ActiveX control installation based on Group Policy settings. This service is started on demand and if disabled the installation of ActiveX controls will behave according to default browser settings.","C:\Windows\system32\svchost.exe -k AxInstSVGroup","False","Manual","LocalSystem"
"WIN81-01","Stopped","BDESVC","0","BDESVC hosts the BitLocker Drive Encryption service. BitLocker Drive Encryption provides secure startup for the operating system, as well as full volume encryption for OS, fixed or removable volumes. This service allows BitLocker to prompt users for various actions related to their volumes when mounted, and unlocks volumes automatically without user interaction. Additionally, it stores recovery information to Active Directory, if available, and, if necessary, ensures the most recent recovery certificates are used.  Stopping or disabling the service would prevent users from leveraging this functionality.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","BITS","0","Transfers files in the background using idle network bandwidth. If the service is disabled, then any applications that depend on BITS, such as Windows Update or MSN Explorer, will be unable to automatically download programs and other information.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","bthserv","0","The Bluetooth service supports discovery and association of remote Bluetooth devices.  Stopping or disabling this service may cause already installed Bluetooth devices to fail to operate properly and prevent new devices from being discovered or associated.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","CertPropSvc","0","Copies user certificates and root certificates from smart cards into the current user's certificate store, detects when a smart card is inserted into a smart card reader, and, if needed, installs the smart card Plug and Play minidriver.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","CscService","0","The Offline Files service performs maintenance activities on the Offline Files cache, responds to user logon and logoff events, implements the internals of the public API, and dispatches interesting events to those interested in Offline Files activities and changes in cache state.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","defragsvc","0","Helps the computer run more efficiently by optimizing files on storage drives.","C:\Windows\system32\svchost.exe -k defragsvc","False","Manual","localSystem"
"WIN81-01","Stopped","DeviceAssociationService","0","Enables pairing between the system and wired or wireless devices.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","DeviceInstall","0","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","C:\Windows\system32\svchost.exe -k DcomLaunch","False","Manual","LocalSystem"
"WIN81-01","Stopped","dot3svc","0","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","localSystem"
"WIN81-01","Stopped","EapHost","0","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","EFS","0","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.","C:\Windows\System32\lsass.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","Fax","0","Enables you to send and receive faxes, utilizing fax resources available on this computer or on the network.","C:\Windows\system32\fxssvc.exe","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","fdPHost","0","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services ? Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources.","C:\Windows\system32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","FDResPub","0","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","fhsvc","0","Protects user files from accidental loss by copying them to a backup location","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","hidserv","0","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","hkmsvc","0","Provides X.509 certificate and key management services for the Network Access Protection Agent (NAPAgent). Enforcement technologies that use X.509 certificates may not function properly without this service","C:\Windows\System32\svchost.exe -k netsvcs","False","Manual","localSystem"
"WIN81-01","Stopped","HomeGroupListener","0","Makes local computer changes associated with configuration and maintenance of the homegroup-joined computer. If this service is stopped or disabled, your computer will not work properly in a homegroup and your homegroup might not work properly. It is recommended that you keep this service running.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","HomeGroupProvider","0","Performs networking tasks associated with configuration and maintenance of homegroups. If this service is stopped or disabled, your computer will be unable to detect other homegroups and your homegroup might not work properly. It is recommended that you keep this service running.","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","IEEtwCollectorService","0","ETW Collector Service for Internet Explorer. When running, this service collects real time ETW events and processes them.","C:\Windows\system32\IEEtwCollector.exe /V","False","Manual","LocalSystem"
"WIN81-01","Stopped","KeyIso","0","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","C:\Windows\system32\lsass.exe","False","Manual","LocalSystem"
"WIN81-01","Stopped","KtmRm","0","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","lfsvc","0","This services monitors the current location of the system and manages geo-fences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geo-fences.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","lltdsvc","0","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.","C:\Windows\System32\svchost.exe -k LocalService","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","MMCSS","0","Enables relative prioritization of work based on system-wide task priorities. This is intended mainly for multimedia applications.  If this service is stopped, individual tasks resort to their default priority.","C:\Windows\system32\svchost.exe -k netsvcs","False","Auto","LocalSystem"
"WIN81-01","Stopped","MSiSCSI","0","Manages Internet SCSI (iSCSI) sessions from this computer to remote iSCSI target devices. If this service is stopped, this computer will not be able to login or access iSCSI targets. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\svchost.exe -k netsvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","msiserver","0","Adds, modifies, and removes applications provided as a Windows Installer (*.msi, *.msp) package. If this service is disabled, any services that explicitly depend on it will fail to start.","C:\Windows\system32\msiexec.exe /V","False","Manual","LocalSystem"
"WIN81-01","Stopped","MsKeyboardFilter","0","Controls keystroke filtering and mapping","C:\Windows\system32\svchost.exe -k netsvcs","False","Disabled","LocalSystem"
"WIN81-01","Stopped","napagent","0","The Network Access Protection (NAP) agent service collects and manages health information for client computers on a network. Information collected by NAP agent is used to make sure that the client computer has the required software and settings. If a client computer is not compliant with health policy, it can be provided with restricted network access until its configuration is updated. Depending on the configuration of health policy, client computers might be automatically updated so that users quickly regain full network access without having to manually update their computer.","C:\Windows\System32\svchost.exe -k NetworkService","False","Manual","NT AUTHORITY\NetworkService"
"WIN81-01","Stopped","NcaSvc","0","Provides DirectAccess status notification for UI components","C:\Windows\System32\svchost.exe -k NetSvcs","False","Manual","LocalSystem"
"WIN81-01","Stopped","NcdAutoSetup","0","Network Connected Devices Auto-Setup service monitors and installs qualified devices that connect to a qualified network. Stopping or disabling this service will prevent Windows from discovering and installing qualified network connected devices automatically. Users can still manually add network connected devices to a PC through the user interface.","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork","False","Manual","NT AUTHORITY\LocalService"
"WIN81-01","Stopped","Netman","0","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted","False","Manual","LocalSystem"
"WIN81-01","Stopped","NetTcpPortSharing","0","Provides ability to share TCP ports over the net.tcp protocol.","C:\Windows\Microsoft.NET\Framework\v4.0.30319\SMSvcHost.exe","False","Disabled","NT AUTHORITY\LocalService"
